year,Date,lat,lon,block,exclusion,water,unique.plot,tag,canopy,species,abundance
2014,October ,-32.39824503,118.387495,bb1,c,d,bb1cd,399,0.37986,Waitzia.acuminata,36
2014,October ,-32.39824503,118.387495,bb1,c,d,bb1cd,399,0.37986,Gonocarpus.nodulosus,32
2014,October ,-32.39824503,118.387495,bb1,c,d,bb1cd,399,0.37986,Phyllangium.sulcatum,200
2014,October ,-32.39824503,118.387495,bb1,c,d,bb1cd,399,0.37986,Rhodanthe.laevis,5
2014,October ,-32.39824503,118.387495,bb1,c,d,bb1cd,399,0.37986,Lawrencella.rosea,3
2014,October ,-32.39824503,118.387495,bb1,c,d,bb1cd,399,0.37986,Hypochaeris.glabra,6
2014,October ,-32.39824503,118.387495,bb1,c,d,bb1cd,399,0.37986,Nicotiana.rotundifolia,10
2014,October ,-32.39824503,118.387495,bb1,c,d,bb1cd,399,0.37986,Ceratogyne.obionoides,7
2014,October ,-32.39824503,118.387495,bb1,c,d,bb1cd,399,0.37986,Trachymene.cyanopetala,116
2014,October ,-32.39824503,118.387495,bb1,c,d,bb1cd,399,0.37986,Lobelia.sp,6
2014,October ,-32.39824503,118.387495,bb1,c,w,bb1cw,285,0.34813,Ursinia.anthemoides,17
2014,October ,-32.39824503,118.387495,bb1,c,w,bb1cw,285,0.34813,Goodenia.berardiana,1
2014,October ,-32.39824503,118.387495,bb1,c,w,bb1cw,285,0.34813,Lawrencella.rosea,4
2014,October ,-32.39824503,118.387495,bb1,c,w,bb1cw,285,0.34813,Waitzia.acuminata,9
2014,October ,-32.39824503,118.387495,bb1,c,w,bb1cw,285,0.34813,Podotheca.gnaphalioides,1
2014,October ,-32.39824503,118.387495,bb1,c,w,bb1cw,285,0.34813,Trachymene.cyanopetala,80
2014,October ,-32.39824503,118.387495,bb1,c,w,bb1cw,285,0.34813,Gonocarpus.nodulosus,120
2014,October ,-32.39824503,118.387495,bb1,c,w,bb1cw,285,0.34813,Ceratogyne.obionoides,8
2014,October ,-32.39824503,118.387495,bb1,c,w,bb1cw,285,0.34813,Hypochaeris.glabra,5
2014,October ,-32.39824503,118.387495,bb1,c,w,bb1cw,285,0.34813,Pentaschistis.airoides,2
2014,October ,-32.39824503,118.387495,bb1,c,w,bb1cw,285,0.34813,Phyllangium.sulcatum,3
2014,October ,-32.39824503,118.387495,bb1,c,w,bb1cw,285,0.34813,Lobelia.sp,1
2014,October ,-32.39824503,118.387495,bb1,k,d,bb1kd,333,NA,Waitzia.acuminata,50
2014,October ,-32.39824503,118.387495,bb1,k,d,bb1kd,333,NA,Hypochaeris.glabra,3
2014,October ,-32.39824503,118.387495,bb1,k,d,bb1kd,333,NA,Ursinia.anthemoides,1
2014,October ,-32.39824503,118.387495,bb1,k,d,bb1kd,333,NA,Gonocarpus.nodulosus,20
2014,October ,-32.39824503,118.387495,bb1,k,d,bb1kd,333,NA,Hyalosperma.glutinosum.subsp.glutinosum,20
2014,October ,-32.39824503,118.387495,bb1,k,d,bb1kd,333,NA,Trachymene.cyanopetala,10
2014,October ,-32.39824503,118.387495,bb1,k,w,bb1kw,436,NA,Trachymene.ornata,150
2014,October ,-32.39824503,118.387495,bb1,k,w,bb1kw,436,NA,Ursinia.anthemoides,1
2014,October ,-32.39824503,118.387495,bb1,k,w,bb1kw,436,NA,Waitzia.acuminata,15
2014,October ,-32.39824503,118.387495,bb1,k,w,bb1kw,436,NA,Lawrencella.rosea,3
2014,October ,-32.39824503,118.387495,bb1,k,w,bb1kw,436,NA,Hypochaeris.glabra,3
2014,October ,-32.39824503,118.387495,bb1,k,w,bb1kw,436,NA,Rhodanthe.laevis,40
2014,October ,-32.39824503,118.387495,bb1,k,w,bb1kw,436,NA,Gonocarpus.nodulosus,50
2014,October ,-32.39824503,118.387495,bb1,o,d,bb1od,218,0.40063,Waitzia.acuminata,17
2014,October ,-32.39824503,118.387495,bb1,o,d,bb1od,218,0.40063,Gonocarpus.nodulosus,80
2014,October ,-32.39824503,118.387495,bb1,o,d,bb1od,218,0.40063,Phyllangium.sulcatum,100
2014,October ,-32.39824503,118.387495,bb1,o,d,bb1od,218,0.40063,Nicotiana.rotundifolia,1
2014,October ,-32.39824503,118.387495,bb1,o,d,bb1od,218,0.40063,Hypochaeris.glabra,5
2014,October ,-32.39824503,118.387495,bb1,o,d,bb1od,218,0.40063,Rhodanthe.laevis,26
2014,October ,-32.39824503,118.387495,bb1,o,d,bb1od,218,0.40063,Trachymene.cyanopetala,23
2014,October ,-32.39824503,118.387495,bb1,o,d,bb1od,218,0.40063,Lobelia.sp,2
2014,October ,-32.39824503,118.387495,bb1,o,w,bb1ow,416,0.28781,Lawrencella.rosea,4
2014,October ,-32.39824503,118.387495,bb1,o,w,bb1ow,416,0.28781,Waitzia.acuminata,31
2014,October ,-32.39824503,118.387495,bb1,o,w,bb1ow,416,0.28781,Trachymene.cyanopetala,120
2014,October ,-32.39824503,118.387495,bb1,o,w,bb1ow,416,0.28781,Hypochaeris.glabra,14
2014,October ,-32.39824503,118.387495,bb1,o,w,bb1ow,416,0.28781,Lobelia.sp,1
2014,October ,-32.39824503,118.387495,bb1,o,w,bb1ow,416,0.28781,Gonocarpus.nodulosus,80
2014,October ,-32.39824503,118.387495,bb1,o,w,bb1ow,416,0.28781,Rhodanthe.laevis,5
2014,October ,-32.39824503,118.387495,bb1,o,w,bb1ow,416,0.28781,Rhodanthe.citrina,7
2014,October ,-32.39849397,118.387509,bb2,c,d,bb2cd,461,0.12472,Waitzia.acuminata,95
2014,October ,-32.39849397,118.387509,bb2,c,d,bb2cd,461,0.12472,Ursinia.anthemoides,24
2014,October ,-32.39849397,118.387509,bb2,c,d,bb2cd,461,0.12472,Lawrencella.rosea,26
2014,October ,-32.39849397,118.387509,bb2,c,d,bb2cd,461,0.12472,Hypochaeris.glabra,14
2014,October ,-32.39849397,118.387509,bb2,c,d,bb2cd,461,0.12472,Gonocarpus.nodulosus,170
2014,October ,-32.39849397,118.387509,bb2,c,d,bb2cd,461,0.12472,Trachymene.cyanopetala,17
2014,October ,-32.39849397,118.387509,bb2,c,d,bb2cd,461,0.12472,Podotheca.gnaphalioides,10
2014,October ,-32.39849397,118.387509,bb2,c,d,bb2cd,461,0.12472,Ceratogyne.obionoides,1
2014,October ,-32.39849397,118.387509,bb2,c,w,bb2cw,317,0.16264,Lawrencella.rosea,5
2014,October ,-32.39849397,118.387509,bb2,c,w,bb2cw,317,0.16264,Waitzia.acuminata,90
2014,October ,-32.39849397,118.387509,bb2,c,w,bb2cw,317,0.16264,Gonocarpus.nodulosus,60
2014,October ,-32.39849397,118.387509,bb2,c,w,bb2cw,317,0.16264,Ursinia.anthemoides,2
2014,October ,-32.39849397,118.387509,bb2,c,w,bb2cw,317,0.16264,sedge,11
2014,October ,-32.39849397,118.387509,bb2,c,w,bb2cw,317,0.16264,Trachymene.cyanopetala,4
2014,October ,-32.39849397,118.387509,bb2,c,w,bb2cw,317,0.16264,Rhodanthe.laevis,1
2014,October ,-32.39849397,118.387509,bb2,c,w,bb2cw,317,0.16264,Hypochaeris.glabra,4
2014,October ,-32.39849397,118.387509,bb2,c,w,bb2cw,317,0.16264,Rhodanthe.citrina,2
2014,October ,-32.39849397,118.387509,bb2,c,w,bb2cw,317,0.16264,Lobelia.sp,2
2014,October ,-32.39849397,118.387509,bb2,k,d,bb2kd,324,NA,Waitzia.acuminata,60
2014,October ,-32.39849397,118.387509,bb2,k,d,bb2kd,324,NA,Gonocarpus.nodulosus,20
2014,October ,-32.39849397,118.387509,bb2,k,d,bb2kd,324,NA,Trachymene.ornata,10
2014,October ,-32.39849397,118.387509,bb2,k,d,bb2kd,324,NA,Hyalosperma.glutinosum.subsp.glutinosum,20
2014,October ,-32.39849397,118.387509,bb2,k,d,bb2kd,324,NA,Ursinia.anthemoides,1
2014,October ,-32.39849397,118.387509,bb2,k,d,bb2kd,324,NA,Podotheca.gnaphalioides,1
2014,October ,-32.39849397,118.387509,bb2,k,w,bb2kw,268,NA,Waitzia.acuminata,100
2014,October ,-32.39849397,118.387509,bb2,k,w,bb2kw,268,NA,Lawrencella.rosea,2
2014,October ,-32.39849397,118.387509,bb2,k,w,bb2kw,268,NA,Rhodanthe.laevis,20
2014,October ,-32.39849397,118.387509,bb2,k,w,bb2kw,268,NA,Gonocarpus.nodulosus,80
2014,October ,-32.39849397,118.387509,bb2,k,w,bb2kw,268,NA,Hypochaeris.glabra,12
2014,October ,-32.39849397,118.387509,bb2,k,w,bb2kw,268,NA,Trachymene.ornata,2
2014,October ,-32.39849397,118.387509,bb2,o,d,bb2od,257,0.10753,Lawrencella.rosea,2
2014,October ,-32.39849397,118.387509,bb2,o,d,bb2od,257,0.10753,Gonocarpus.nodulosus,350
2014,October ,-32.39849397,118.387509,bb2,o,d,bb2od,257,0.10753,Waitzia.acuminata,69
2014,October ,-32.39849397,118.387509,bb2,o,d,bb2od,257,0.10753,Trachymene.cyanopetala,4
2014,October ,-32.39849397,118.387509,bb2,o,d,bb2od,257,0.10753,Ursinia.anthemoides,3
2014,October ,-32.39849397,118.387509,bb2,o,d,bb2od,257,0.10753,Rhodanthe.laevis,8
2014,October ,-32.39849397,118.387509,bb2,o,d,bb2od,257,0.10753,Hypochaeris.glabra,4
2014,October ,-32.39849397,118.387509,bb2,o,d,bb2od,257,0.10753,Lobelia.sp,1
2014,October ,-32.39849397,118.387509,bb2,o,d,bb2od,257,0.10753,Hydrocotyle.pilifera,1
2014,October ,-32.39849397,118.387509,bb2,o,d,bb2od,257,0.10753,Podotheca.gnaphalioides,2
2014,October ,-32.39849397,118.387509,bb2,o,w,bb2ow,295,0.17103,Lawrencella.rosea,4
2014,October ,-32.39849397,118.387509,bb2,o,w,bb2ow,295,0.17103,Waitzia.acuminata,94
2014,October ,-32.39849397,118.387509,bb2,o,w,bb2ow,295,0.17103,Gonocarpus.nodulosus,180
2014,October ,-32.39849397,118.387509,bb2,o,w,bb2ow,295,0.17103,Ursinia.anthemoides,5
2014,October ,-32.39849397,118.387509,bb2,o,w,bb2ow,295,0.17103,Trachymene.cyanopetala,10
2014,October ,-32.39849397,118.387509,bb2,o,w,bb2ow,295,0.17103,Hypochaeris.glabra,2
2014,October ,-32.39849397,118.387509,bb2,o,w,bb2ow,295,0.17103,Podotheca.gnaphalioides,4
2014,October ,-32.39849397,118.387509,bb2,o,w,bb2ow,295,0.17103,Rhodanthe.citrina,2
2014,October ,-32.39801796,118.387232,bb3,c,d,bb3cd,426,0.1062,Hypochaeris.glabra,5
2014,October ,-32.39801796,118.387232,bb3,c,d,bb3cd,426,0.1062,Podotheca.gnaphalioides,15
2014,October ,-32.39801796,118.387232,bb3,c,d,bb3cd,426,0.1062,Rhodanthe.laevis,6
2014,October ,-32.39801796,118.387232,bb3,c,d,bb3cd,426,0.1062,Waitzia.acuminata,12
2014,October ,-32.39801796,118.387232,bb3,c,d,bb3cd,426,0.1062,Rhodanthe.citrina,5
2014,October ,-32.39801796,118.387232,bb3,c,d,bb3cd,426,0.1062,Gonocarpus.nodulosus,120
2014,October ,-32.39801796,118.387232,bb3,c,d,bb3cd,426,0.1062,Trachymene.cyanopetala,2
2014,October ,-32.39801796,118.387232,bb3,c,d,bb3cd,426,0.1062,Brachyscome.iberidifolia,1
2014,October ,-32.39801796,118.387232,bb3,c,w,bb3cw,379,0.18575,Gonocarpus.nodulosus,400
2014,October ,-32.39801796,118.387232,bb3,c,w,bb3cw,379,0.18575,Waitzia.acuminata,48
2014,October ,-32.39801796,118.387232,bb3,c,w,bb3cw,379,0.18575,Podotheca.gnaphalioides,12
2014,October ,-32.39801796,118.387232,bb3,c,w,bb3cw,379,0.18575,Rhodanthe.citrina,4
2014,October ,-32.39801796,118.387232,bb3,c,w,bb3cw,379,0.18575,Monoculus.monstrosus,2
2014,October ,-32.39801796,118.387232,bb3,c,w,bb3cw,379,0.18575,Rhodanthe.laevis,1
2014,October ,-32.39801796,118.387232,bb3,c,w,bb3cw,379,0.18575,Lawrencella.rosea,6
2014,October ,-32.39801796,118.387232,bb3,c,w,bb3cw,379,0.18575,Trachymene.cyanopetala,17
2014,October ,-32.39801796,118.387232,bb3,c,w,bb3cw,379,0.18575,Hypochaeris.glabra,10
2014,October ,-32.39801796,118.387232,bb3,c,w,bb3cw,379,0.18575,Lobelia.sp,2
2014,October ,-32.39801796,118.387232,bb3,k,d,bb3kd,273,NA,Podotheca.gnaphalioides,4
2014,October ,-32.39801796,118.387232,bb3,k,d,bb3kd,273,NA,Waitzia.acuminata,50
2014,October ,-32.39801796,118.387232,bb3,k,d,bb3kd,273,NA,Trachymene.ornata,20
2014,October ,-32.39801796,118.387232,bb3,k,d,bb3kd,273,NA,Rhodanthe.laevis,2
2014,October ,-32.39801796,118.387232,bb3,k,w,bb3kw,304,NA,Rhodanthe.laevis,40
2014,October ,-32.39801796,118.387232,bb3,k,w,bb3kw,304,NA,Podotheca.gnaphalioides,2
2014,October ,-32.39801796,118.387232,bb3,k,w,bb3kw,304,NA,Hypochaeris.glabra,3
2014,October ,-32.39801796,118.387232,bb3,k,w,bb3kw,304,NA,Gonocarpus.nodulosus,200
2014,October ,-32.39801796,118.387232,bb3,k,w,bb3kw,304,NA,Waitzia.acuminata,40
2014,October ,-32.39801796,118.387232,bb3,k,w,bb3kw,304,NA,Trachymene.ornata,3
2014,October ,-32.39801796,118.387232,bb3,k,w,bb3kw,304,NA,Lawrencella.rosea,5
2014,October ,-32.39801796,118.387232,bb3,o,d,bb3od,235,0.36567,Waitzia.acuminata,58
2014,October ,-32.39801796,118.387232,bb3,o,d,bb3od,235,0.36567,Podotheca.gnaphalioides,30
2014,October ,-32.39801796,118.387232,bb3,o,d,bb3od,235,0.36567,Rhodanthe.citrina,17
2014,October ,-32.39801796,118.387232,bb3,o,d,bb3od,235,0.36567,Rhodanthe.laevis,1
2014,October ,-32.39801796,118.387232,bb3,o,d,bb3od,235,0.36567,Brachyscome.iberidifolia,48
2014,October ,-32.39801796,118.387232,bb3,o,d,bb3od,235,0.36567,Gonocarpus.nodulosus,21
2014,October ,-32.39801796,118.387232,bb3,o,d,bb3od,235,0.36567,Phyllangium.sulcatum,7
2014,October ,-32.39801796,118.387232,bb3,o,d,bb3od,235,0.36567,Lobelia.sp,1
2014,October ,-32.39801796,118.387232,bb3,o,d,bb3od,235,0.36567,Hypochaeris.glabra,3
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Waitzia.acuminata,29
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Podotheca.gnaphalioides,6
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Hypochaeris.glabra,34
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Nicotiana.rotundifolia,4
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Gonocarpus.nodulosus,90
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Trachymene.cyanopetala,14
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,sedge,20
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Rhodanthe.citrina,8
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Rhodanthe.laevis,3
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Monoculus.monstrosus,1
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Lawrencella.rosea,1
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Trachymene.ornata,2
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Arctotheca.calendula,1
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Waitzia.acuminata,104
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Podotheca.gnaphalioides,21
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,sedge,80
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Gonocarpus.nodulosus,200
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Lobelia.sp,3
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Lawrencella.rosea,3
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Trachymene.ornata,16
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Phyllangium.sulcatum,50
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Ceratogyne.obionoides,20
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Hypochaeris.glabra,3
2014,October ,-32.39801796,118.387232,bb3,o,w,bb3ow,216,0.6643,Hydrocotyle.pilifera,7
2014,October ,-32.39773499,118.387159,bb4,c,d,bb4cd,348,0.66246,Waitzia.acuminata,70
2014,October ,-32.39773499,118.387159,bb4,c,d,bb4cd,348,0.66246,Hypochaeris.glabra,13
2014,October ,-32.39773499,118.387159,bb4,c,d,bb4cd,348,0.66246,Arctotheca.calendula,3
2014,October ,-32.39773499,118.387159,bb4,c,d,bb4cd,348,0.66246,sedge,300
2014,October ,-32.39773499,118.387159,bb4,c,d,bb4cd,348,0.66246,Ursinia.anthemoides,1
2014,October ,-32.39773499,118.387159,bb4,c,d,bb4cd,348,0.66246,Gonocarpus.nodulosus,150
2014,October ,-32.39773499,118.387159,bb4,c,d,bb4cd,348,0.66246,Rhodanthe.manglesii,4
2014,October ,-32.39773499,118.387159,bb4,c,d,bb4cd,348,0.66246,Lawrencella.rosea,11
2014,October ,-32.39773499,118.387159,bb4,c,d,bb4cd,348,0.66246,Rhodanthe.laevis,2
2014,October ,-32.39773499,118.387159,bb4,c,d,bb4cd,348,0.66246,Trachymene.cyanopetala,3
2014,October ,-32.39773499,118.387159,bb4,c,d,bb4cd,348,0.66246,Hydrocotyle.pilifera,1
2014,October ,-32.39773499,118.387159,bb4,c,d,bb4cd,348,0.66246,Podotheca.gnaphalioides,3
2014,October ,-32.39773499,118.387159,bb4,c,w,bb4cw,394,0.61043,Waitzia.acuminata,32
2014,October ,-32.39773499,118.387159,bb4,c,w,bb4cw,394,0.61043,Hypochaeris.glabra,29
2014,October ,-32.39773499,118.387159,bb4,c,w,bb4cw,394,0.61043,Gonocarpus.nodulosus,250
2014,October ,-32.39773499,118.387159,bb4,c,w,bb4cw,394,0.61043,sedge,300
2014,October ,-32.39773499,118.387159,bb4,c,w,bb4cw,394,0.61043,Podotheca.gnaphalioides,4
2014,October ,-32.39773499,118.387159,bb4,c,w,bb4cw,394,0.61043,Lawrencella.rosea,5
2014,October ,-32.39773499,118.387159,bb4,c,w,bb4cw,394,0.61043,Trachymene.ornata,3
2014,October ,-32.39773499,118.387159,bb4,c,w,bb4cw,394,0.61043,Lobelia.sp,2
2014,October ,-32.39773499,118.387159,bb4,c,w,bb4cw,394,0.61043,Rhodanthe.laevis,1
2014,October ,-32.39773499,118.387159,bb4,k,d,bb4kd,423,NA,Pentaschistis.airoides,100
2014,October ,-32.39773499,118.387159,bb4,k,d,bb4kd,423,NA,Waitzia.acuminata,50
2014,October ,-32.39773499,118.387159,bb4,k,d,bb4kd,423,NA,Hypochaeris.glabra,4
2014,October ,-32.39773499,118.387159,bb4,k,w,bb4kw,487,NA,Lawrencella.rosea,4
2014,October ,-32.39773499,118.387159,bb4,k,w,bb4kw,487,NA,Trachymene.ornata,1
2014,October ,-32.39773499,118.387159,bb4,k,w,bb4kw,487,NA,Erodium.sp,1
2014,October ,-32.39773499,118.387159,bb4,k,w,bb4kw,487,NA,Hypochaeris.glabra,15
2014,October ,-32.39773499,118.387159,bb4,k,w,bb4kw,487,NA,Gonocarpus.nodulosus,100
2014,October ,-32.39773499,118.387159,bb4,k,w,bb4kw,487,NA,sedge,200
2014,October ,-32.39773499,118.387159,bb4,k,w,bb4kw,487,NA,Pentaschistis.airoides,50
2014,October ,-32.39773499,118.387159,bb4,k,w,bb4kw,487,NA,Rhodanthe.manglesii,1
2014,October ,-32.39773499,118.387159,bb4,k,w,bb4kw,487,NA,Waitzia.acuminata,30
2014,October ,-32.39773499,118.387159,bb4,k,w,bb4kw,487,NA,Parentucellia.latifolia,8
2014,October ,-32.39773499,118.387159,bb4,k,w,bb4kw,487,NA,Podotheca.gnaphalioides,1
2014,October ,-32.39773499,118.387159,bb4,o,d,bb4od,342,0.66246,sedge,150
2014,October ,-32.39773499,118.387159,bb4,o,d,bb4od,342,0.66246,Lawrencella.rosea,9
2014,October ,-32.39773499,118.387159,bb4,o,d,bb4od,342,0.66246,Waitzia.acuminata,78
