"site","plot","treatment","species","index","colour","seed.count","flower.collect","flower.head","flower.herbivory","flower.total","flower.mult","standard.seed","total.seed","total.seed.int"
"Kunjin","K.Peai.M2","M","Aira.caryophylla",2,"R",NA,NA,1,0,1,1,NA,NA,NA
"Kunjin","K.Peai.M2","M","Aira.caryophylla",2,"G",NA,NA,1,0,1,1,NA,NA,NA
"Kunjin","K.Peai.M2","M","Aira.caryophylla",2,"B",NA,NA,1,0,1,1,NA,NA,NA
"Kunjin","K.Peai.M3","M","Aira.caryophylla",3,"R",88,1,1,0,1,1,88,88,88
"Kunjin","K.Peai.M3","M","Aira.caryophylla",3,"G",222,1,1,0,1,1,222,222,222
"Kunjin","K.Peai.M3","M","Aira.caryophylla",3,"B",112,1,1,0,1,1,112,112,112
"Kunjin","K.Peai.M4","M","Aira.caryophylla",4,"R",39,1,1,0,1,1,39,39,39
"Kunjin","K.Peai.M4","M","Aira.caryophylla",4,"G",17,1,1,0,1,1,17,17,17
"Kunjin","K.Peai.M4","M","Aira.caryophylla",4,"B",75,1,1,0,1,1,75,75,75
"Kunjin","K.Peai.M5","M","Aira.caryophylla",5,"R",NA,NA,1,0,1,1,NA,NA,NA
"Kunjin","K.Peai.M5","M","Aira.caryophylla",5,"G",NA,NA,1,0,1,1,NA,NA,NA
"Kunjin","K.Peai.M5","M","Aira.caryophylla",5,"B",NA,NA,1,0,1,1,NA,NA,NA
"Kunjin","K.Peai.N1","N","Aira.caryophylla",1,"R",98,1,1,0,1,1,98,98,98
"Kunjin","K.Peai.N1","N","Aira.caryophylla",1,"G",38,1,1,0,1,1,38,38,38
"Kunjin","K.Peai.N1","N","Aira.caryophylla",1,"B",98,1,1,0,1,1,98,98,98
"Kunjin","K.Peai.N2","N","Aira.caryophylla",2,"R",54,1,1,0,1,1,54,54,54
"Kunjin","K.Peai.N2","N","Aira.caryophylla",2,"G",56,1,1,0,1,1,56,56,56
"Kunjin","K.Peai.N2","N","Aira.caryophylla",2,"B",64,1,1,0,1,1,64,64,64
"Kunjin","K.Peai.N3","N","Aira.caryophylla",3,"R",18,1,1,0,1,1,18,18,18
"Kunjin","K.Peai.N3","N","Aira.caryophylla",3,"G",19,1,1,0,1,1,19,19,19
"Kunjin","K.Peai.N3","N","Aira.caryophylla",3,"B",26,1,1,0,1,1,26,26,26
"Kunjin","K.Peai.N4","N","Aira.caryophylla",4,"R",115,1,1,0,1,1,115,115,115
"Kunjin","K.Peai.N4","N","Aira.caryophylla",4,"G",94,1,1,0,1,1,94,94,94
"Kunjin","K.Peai.N4","N","Aira.caryophylla",4,"B",26,1,1,0,1,1,26,26,26
"Kunjin","K.Peai.N5","N","Aira.caryophylla",5,"R",71,1,1,0,1,1,71,71,71
"Kunjin","K.Peai.N5","N","Aira.caryophylla",5,"G",350,1,1,0,1,1,350,350,350
"Kunjin","K.Peai.N5","N","Aira.caryophylla",5,"B",83,1,1,0,1,1,83,83,83
"Kunjin","K.Peai.N6","N","Aira.caryophylla",6,"R",39,1,1,0,1,1,39,39,39
"Kunjin","K.Peai.N6","N","Aira.caryophylla",6,"G",83,1,1,0,1,1,83,83,83
"Kunjin","K.Peai.N6","N","Aira.caryophylla",6,"B",62,1,1,0,1,1,62,62,62
"Kunjin","K.Peai.N7","N","Aira.caryophylla",7,"R",25,1,1,0,1,1,25,25,25
"Kunjin","K.Peai.N7","N","Aira.caryophylla",7,"G",90,1,1,0,1,1,90,90,90
"Kunjin","K.Peai.N7","N","Aira.caryophylla",7,"B",39,1,1,0,1,1,39,39,39
"Kunjin","K.Peai.N8","N","Aira.caryophylla",8,"R",54,1,1,0,1,1,54,54,54
"Kunjin","K.Peai.N8","N","Aira.caryophylla",8,"G",20,1,1,0,1,1,20,20,20
"Kunjin","K.Peai.N8","N","Aira.caryophylla",8,"B",61,1,1,0,1,1,61,61,61
"Kunjin","K.Peai.N9","N","Aira.caryophylla",9,"R",12,1,1,0,1,1,12,12,12
"Kunjin","K.Peai.N9","N","Aira.caryophylla",9,"G",21,1,1,0,1,1,21,21,21
"Kunjin","K.Peai.N9","N","Aira.caryophylla",9,"B",40,1,1,0,1,1,40,40,40
"Kunjin","K.Peai.N10","N","Aira.caryophylla",10,"R",47,1,1,0,1,1,47,47,47
"Kunjin","K.Peai.N10","N","Aira.caryophylla",10,"G",36,1,1,0,1,1,36,36,36
"Kunjin","K.Peai.N10","N","Aira.caryophylla",10,"B",58,1,1,0,1,1,58,58,58
"Kunjin","K.Peai.N11","N","Aira.caryophylla",11,"R",26,1,1,0,1,1,26,26,26
"Kunjin","K.Peai.N11","N","Aira.caryophylla",11,"G",66,1,1,0,1,1,66,66,66
"Kunjin","K.Peai.N11","N","Aira.caryophylla",11,"B",72,1,1,0,1,1,72,72,72
"Kunjin","K.Peai.N12","N","Aira.caryophylla",12,"R",38,1,1,0,1,1,38,38,38
"Kunjin","K.Peai.N12","N","Aira.caryophylla",12,"G",49,1,1,0,1,1,49,49,49
"Kunjin","K.Peai.N12","N","Aira.caryophylla",12,"B",47,1,1,0,1,1,47,47,47
"Kunjin","K.Peai.N13","N","Aira.caryophylla",13,"R",15,1,1,0,1,1,15,15,15
"Kunjin","K.Peai.N13","N","Aira.caryophylla",13,"G",54,1,1,0,1,1,54,54,54
"Kunjin","K.Peai.N13","N","Aira.caryophylla",13,"B",16,1,1,0,1,1,16,16,16
"Kunjin","K.Peai.N14","N","Aira.caryophylla",14,"R",150,1,1,0,1,1,150,150,150
"Kunjin","K.Peai.N14","N","Aira.caryophylla",14,"G",46,1,1,0,1,1,46,46,46
"Kunjin","K.Peai.N14","N","Aira.caryophylla",14,"B",43,1,1,0,1,1,43,43,43
"Kunjin","K.Peai.N15","N","Aira.caryophylla",15,"R",20,1,1,0,1,1,20,20,20
"Kunjin","K.Peai.N15","N","Aira.caryophylla",15,"G",30,1,1,0,1,1,30,30,30
"Kunjin","K.Peai.N15","N","Aira.caryophylla",15,"B",31,1,1,0,1,1,31,31,31
"Kunjin","K.Pogn.E1","E","Podotheca.gnaphalioides",1,"R",37,1,3,0,3,3,37,111,111
"Kunjin","K.Pogn.E1","E","Podotheca.gnaphalioides",1,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.E1","E","Podotheca.gnaphalioides",1,"B",96,2,3,0,3,3,48,144,144
"Kunjin","K.Pogn.E2","E","Podotheca.gnaphalioides",2,"R",53,1,10,0,10,10,53,530,530
"Kunjin","K.Pogn.E2","E","Podotheca.gnaphalioides",2,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.E2","E","Podotheca.gnaphalioides",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.E3","E","Podotheca.gnaphalioides",3,"R",NA,NA,NA,0,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.E3","E","Podotheca.gnaphalioides",3,"G",NA,NA,NA,0,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.E3","E","Podotheca.gnaphalioides",3,"B",NA,NA,NA,0,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.E4","E","Podotheca.gnaphalioides",4,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.E4","E","Podotheca.gnaphalioides",4,"G",79,1,1,0,1,1,79,79,79
"Kunjin","K.Pogn.E4","E","Podotheca.gnaphalioides",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.E5","E","Podotheca.gnaphalioides",5,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.E5","E","Podotheca.gnaphalioides",5,"G",87,1,10,0,10,10,87,870,870
"Kunjin","K.Pogn.E5","E","Podotheca.gnaphalioides",5,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.E6","E","Podotheca.gnaphalioides",6,"R",25,1,2,0,2,2,25,50,50
"Kunjin","K.Pogn.E6","E","Podotheca.gnaphalioides",6,"G",76,1,1,0,1,1,76,76,76
"Kunjin","K.Pogn.E6","E","Podotheca.gnaphalioides",6,"B",63,1,5,0,5,5,63,315,315
"Kunjin","K.Pogn.E7","E","Podotheca.gnaphalioides",7,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.E7","E","Podotheca.gnaphalioides",7,"G",91,1,5,0,5,5,91,455,455
"Kunjin","K.Pogn.E7","E","Podotheca.gnaphalioides",7,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.E8","E","Podotheca.gnaphalioides",8,"R",55,1,1,0,1,1,55,55,55
"Kunjin","K.Pogn.E8","E","Podotheca.gnaphalioides",8,"G",41,1,2,0,2,2,41,82,82
"Kunjin","K.Pogn.E8","E","Podotheca.gnaphalioides",8,"B",18,1,1,0,1,1,18,18,18
"Kunjin","K.Pogn.E9","E","Podotheca.gnaphalioides",9,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.E9","E","Podotheca.gnaphalioides",9,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.E9","E","Podotheca.gnaphalioides",9,"B",119,1,2,0,2,2,119,238,238
"Kunjin","K.Pogn.E10","E","Podotheca.gnaphalioides",10,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.E10","E","Podotheca.gnaphalioides",10,"G",129,1,1,0,1,1,129,129,129
"Kunjin","K.Pogn.E10","E","Podotheca.gnaphalioides",10,"B",38,1,1,0,1,1,38,38,38
"Kunjin","K.Pogn.E11","E","Podotheca.gnaphalioides",11,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.E11","E","Podotheca.gnaphalioides",11,"G",48,1,4,0,4,4,48,192,192
"Kunjin","K.Pogn.E11","E","Podotheca.gnaphalioides",11,"B",71,1,2,0,2,2,71,142,142
"Kunjin","K.Pogn.E12","E","Podotheca.gnaphalioides",12,"R",28,1,6,0,6,6,28,168,168
"Kunjin","K.Pogn.E12","E","Podotheca.gnaphalioides",12,"G",64,1,1,0,1,1,64,64,64
"Kunjin","K.Pogn.E12","E","Podotheca.gnaphalioides",12,"B",31,1,4,0,4,4,31,124,124
"Kunjin","K.Pogn.E13","E","Podotheca.gnaphalioides",13,"R",38,1,3,0,3,3,38,114,114
"Kunjin","K.Pogn.E13","E","Podotheca.gnaphalioides",13,"G",38,1,1,0,1,1,38,38,38
"Kunjin","K.Pogn.E13","E","Podotheca.gnaphalioides",13,"B",70,1,4,0,4,4,70,280,280
"Kunjin","K.Pogn.E14","E","Podotheca.gnaphalioides",14,"R",75,1,4,0,4,4,75,300,300
"Kunjin","K.Pogn.E14","E","Podotheca.gnaphalioides",14,"G",28,1,1,0,1,1,28,28,28
"Kunjin","K.Pogn.E14","E","Podotheca.gnaphalioides",14,"B",43,1,6,0,6,6,43,258,258
"Kunjin","K.Pogn.E15","E","Podotheca.gnaphalioides",15,"R",106,1,4,0,4,4,106,424,424
"Kunjin","K.Pogn.E15","E","Podotheca.gnaphalioides",15,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.E15","E","Podotheca.gnaphalioides",15,"B",68,1,1,0,1,1,68,68,68
"Kunjin","K.Pogn.M1","M","Podotheca.gnaphalioides",1,"R",NA,NA,NA,0,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.M1","M","Podotheca.gnaphalioides",1,"G",NA,NA,NA,0,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.M1","M","Podotheca.gnaphalioides",1,"B",NA,NA,NA,0,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.M2","M","Podotheca.gnaphalioides",2,"R",43,1,7,0,7,7,43,301,301
"Kunjin","K.Pogn.M2","M","Podotheca.gnaphalioides",2,"G",58,1,12,0,12,12,58,696,696
"Kunjin","K.Pogn.M2","M","Podotheca.gnaphalioides",2,"B",27,1,3,0,3,3,27,81,81
"Kunjin","K.Pogn.M3","M","Podotheca.gnaphalioides",3,"R",59,1,5,0,5,5,59,295,295
"Kunjin","K.Pogn.M3","M","Podotheca.gnaphalioides",3,"G",80,1,6,0,6,6,80,480,480
"Kunjin","K.Pogn.M3","M","Podotheca.gnaphalioides",3,"B",101,1,6,0,6,6,101,606,606
"Kunjin","K.Pogn.M4","M","Podotheca.gnaphalioides",4,"R",NA,NA,NA,0,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.M4","M","Podotheca.gnaphalioides",4,"G",NA,NA,NA,0,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.M4","M","Podotheca.gnaphalioides",4,"B",NA,NA,NA,0,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.M5","M","Podotheca.gnaphalioides",5,"R",80,1,10,0,10,10,80,800,800
"Kunjin","K.Pogn.M5","M","Podotheca.gnaphalioides",5,"G",101,1,9,0,9,9,101,909,909
"Kunjin","K.Pogn.M5","M","Podotheca.gnaphalioides",5,"B",148,1,3,0,3,3,148,444,444
"Kunjin","K.Pogn.N1","N","Podotheca.gnaphalioides",1,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.N1","N","Podotheca.gnaphalioides",1,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.N1","N","Podotheca.gnaphalioides",1,"B",100,1,1,0,1,1,100,100,100
"Kunjin","K.Pogn.N2","N","Podotheca.gnaphalioides",2,"R",68,1,20,0,20,20,68,1360,1360
"Kunjin","K.Pogn.N2","N","Podotheca.gnaphalioides",2,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.N2","N","Podotheca.gnaphalioides",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.N3","N","Podotheca.gnaphalioides",3,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.N3","N","Podotheca.gnaphalioides",3,"G",27,1,1,0,1,1,27,27,27
"Kunjin","K.Pogn.N3","N","Podotheca.gnaphalioides",3,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.N4","N","Podotheca.gnaphalioides",4,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.N4","N","Podotheca.gnaphalioides",4,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.N4","N","Podotheca.gnaphalioides",4,"B",145,1,5,0,5,5,145,725,725
"Kunjin","K.Pogn.N5","N","Podotheca.gnaphalioides",5,"R",51,1,1,0,1,1,51,51,51
"Kunjin","K.Pogn.N5","N","Podotheca.gnaphalioides",5,"G",86,1,8,0,8,8,86,688,688
"Kunjin","K.Pogn.N5","N","Podotheca.gnaphalioides",5,"B",73,1,15,0,15,15,73,1095,1095
"Kunjin","K.Pogn.N6","N","Podotheca.gnaphalioides",6,"R",52,1,2,0,2,2,52,104,104
"Kunjin","K.Pogn.N6","N","Podotheca.gnaphalioides",6,"G",41,1,5,0,5,5,41,205,205
"Kunjin","K.Pogn.N6","N","Podotheca.gnaphalioides",6,"B",83,1,1,0,1,1,83,83,83
"Kunjin","K.Pogn.N7","N","Podotheca.gnaphalioides",7,"R",67,1,5,0,5,5,67,335,335
"Kunjin","K.Pogn.N7","N","Podotheca.gnaphalioides",7,"G",134,1,4,0,4,4,134,536,536
"Kunjin","K.Pogn.N7","N","Podotheca.gnaphalioides",7,"B",24,1,1,0,1,1,24,24,24
"Kunjin","K.Pogn.N8","N","Podotheca.gnaphalioides",8,"R",16,1,2,0,2,2,16,32,32
"Kunjin","K.Pogn.N8","N","Podotheca.gnaphalioides",8,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.N8","N","Podotheca.gnaphalioides",8,"B",22,1,2,0,2,2,22,44,44
"Kunjin","K.Pogn.N9","N","Podotheca.gnaphalioides",9,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.N9","N","Podotheca.gnaphalioides",9,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.N9","N","Podotheca.gnaphalioides",9,"B",107,1,4,0,4,4,107,428,428
"Kunjin","K.Pogn.N10","N","Podotheca.gnaphalioides",10,"R",55,1,2,0,2,2,55,110,110
"Kunjin","K.Pogn.N10","N","Podotheca.gnaphalioides",10,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.N10","N","Podotheca.gnaphalioides",10,"B",39,1,2,0,2,2,39,78,78
"Kunjin","K.Pogn.N11","N","Podotheca.gnaphalioides",11,"R",101,1,5,0,5,5,101,505,505
"Kunjin","K.Pogn.N11","N","Podotheca.gnaphalioides",11,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.N11","N","Podotheca.gnaphalioides",11,"B",59,1,4,0,4,4,59,236,236
"Kunjin","K.Pogn.N12","N","Podotheca.gnaphalioides",12,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.N12","N","Podotheca.gnaphalioides",12,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.N12","N","Podotheca.gnaphalioides",12,"B",191,1,3,0,3,3,191,573,573
"Kunjin","K.Pogn.N13","N","Podotheca.gnaphalioides",13,"R",30,1,6,0,6,6,30,180,180
"Kunjin","K.Pogn.N13","N","Podotheca.gnaphalioides",13,"G",23,1,1,0,1,1,23,23,23
"Kunjin","K.Pogn.N13","N","Podotheca.gnaphalioides",13,"B",26,1,4,0,4,4,26,104,104
"Kunjin","K.Pogn.N14","N","Podotheca.gnaphalioides",14,"R",126,1,1,0,1,1,126,126,126
"Kunjin","K.Pogn.N14","N","Podotheca.gnaphalioides",14,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.N14","N","Podotheca.gnaphalioides",14,"B",58,1,3,0,3,3,58,174,174
"Kunjin","K.Pogn.N15","N","Podotheca.gnaphalioides",15,"R",123,1,2,0,2,2,123,246,246
"Kunjin","K.Pogn.N15","N","Podotheca.gnaphalioides",15,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Pogn.N15","N","Podotheca.gnaphalioides",15,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Tror.E1","E","Trachymene.cyanopetala",1,"R",120,1,15,0,15,1,120,120,120
"Kunjin","K.Tror.E1","E","Trachymene.cyanopetala",1,"G",26,1,5,0,5,1,26,26,26
"Kunjin","K.Tror.E1","E","Trachymene.cyanopetala",1,"B",41,1,5,0,5,1,41,41,41
"Kunjin","K.Tror.E2","E","Trachymene.cyanopetala",2,"R",50,1,3,0,3,1,50,50,50
"Kunjin","K.Tror.E2","E","Trachymene.cyanopetala",2,"G",29,1,5,0,5,1,29,29,29
"Kunjin","K.Tror.E2","E","Trachymene.cyanopetala",2,"B",NA,NA,NA,NA,NA,1,NA,NA,NA
"Kunjin","K.Tror.E3","E","Trachymene.cyanopetala",3,"R",136,1,20,0,20,1,136,136,136
"Kunjin","K.Tror.E3","E","Trachymene.cyanopetala",3,"G",215,1,5,0,5,1,215,215,215
"Kunjin","K.Tror.E3","E","Trachymene.cyanopetala",3,"B",32,1,2,0,2,1,32,32,32
"Kunjin","K.Tror.E4","E","Trachymene.cyanopetala",4,"R",140,1,20,0,20,1,140,140,140
"Kunjin","K.Tror.E4","E","Trachymene.cyanopetala",4,"G",130,1,20,0,20,1,130,130,130
"Kunjin","K.Tror.E4","E","Trachymene.cyanopetala",4,"B",140,1,30,0,30,1,140,140,140
"Kunjin","K.Tror.E5","E","Trachymene.cyanopetala",5,"R",140,1,10,0,10,1,140,140,140
"Kunjin","K.Tror.E5","E","Trachymene.cyanopetala",5,"G",32,1,5,0,5,1,32,32,32
"Kunjin","K.Tror.E5","E","Trachymene.cyanopetala",5,"B",75,1,15,0,15,1,75,75,75
"Kunjin","K.Tror.E6","E","Trachymene.cyanopetala",6,"R",16,1,15,0,15,1,16,16,16
"Kunjin","K.Tror.E6","E","Trachymene.cyanopetala",6,"G",18,1,NA,NA,NA,1,18,18,18
"Kunjin","K.Tror.E6","E","Trachymene.cyanopetala",6,"B",NA,NA,NA,NA,NA,1,NA,NA,NA
"Kunjin","K.Tror.E7","E","Trachymene.cyanopetala",7,"R",14,1,2,0,2,1,14,14,14
"Kunjin","K.Tror.E7","E","Trachymene.cyanopetala",7,"G",NA,NA,4,0,4,1,NA,NA,NA
"Kunjin","K.Tror.E7","E","Trachymene.cyanopetala",7,"B",10,1,4,0,4,1,10,10,10
"Kunjin","K.Tror.E8","E","Trachymene.cyanopetala",8,"R",24,1,6,0,6,1,24,24,24
"Kunjin","K.Tror.E8","E","Trachymene.cyanopetala",8,"G",67,1,12,0,12,1,67,67,67
"Kunjin","K.Tror.E8","E","Trachymene.cyanopetala",8,"B",48,1,9,0,9,1,48,48,48
"Kunjin","K.Tror.E9","E","Trachymene.cyanopetala",9,"R",9,1,3,0,3,1,9,9,9
"Kunjin","K.Tror.E9","E","Trachymene.cyanopetala",9,"G",NA,NA,NA,NA,NA,1,NA,NA,NA
"Kunjin","K.Tror.E9","E","Trachymene.cyanopetala",9,"B",14,1,2,0,2,1,14,14,14
"Kunjin","K.Tror.E10","E","Trachymene.cyanopetala",10,"R",16,1,1,0,1,1,16,16,16
"Kunjin","K.Tror.E10","E","Trachymene.cyanopetala",10,"G",NA,NA,NA,NA,NA,1,NA,NA,NA
"Kunjin","K.Tror.E10","E","Trachymene.cyanopetala",10,"B",NA,NA,NA,NA,NA,1,NA,NA,NA
"Kunjin","K.Tror.E11","E","Trachymene.cyanopetala",11,"R",200,1,20,0,20,1,200,200,200
"Kunjin","K.Tror.E11","E","Trachymene.cyanopetala",11,"G",85,1,30,0,30,1,85,85,85
"Kunjin","K.Tror.E11","E","Trachymene.cyanopetala",11,"B",150,1,20,0,20,1,150,150,150
"Kunjin","K.Tror.E12","E","Trachymene.cyanopetala",12,"R",60,1,20,0,20,1,60,60,60
"Kunjin","K.Tror.E12","E","Trachymene.cyanopetala",12,"G",35,1,5,0,5,1,35,35,35
"Kunjin","K.Tror.E12","E","Trachymene.cyanopetala",12,"B",45,1,15,0,15,1,45,45,45
"Kunjin","K.Tror.E13","E","Trachymene.cyanopetala",13,"R",40,1,10,0,10,1,40,40,40
"Kunjin","K.Tror.E13","E","Trachymene.cyanopetala",13,"G",28,1,25,0,25,1,28,28,28
"Kunjin","K.Tror.E13","E","Trachymene.cyanopetala",13,"B",46,1,15,0,15,1,46,46,46
"Kunjin","K.Tror.E14","E","Trachymene.cyanopetala",14,"R",70,1,10,0,10,1,70,70,70
"Kunjin","K.Tror.E14","E","Trachymene.cyanopetala",14,"G",80,1,15,0,15,1,80,80,80
"Kunjin","K.Tror.E14","E","Trachymene.cyanopetala",14,"B",NA,NA,10,0,10,1,NA,NA,NA
"Kunjin","K.Tror.E15","E","Trachymene.cyanopetala",15,"R",NA,NA,NA,NA,NA,1,NA,NA,NA
"Kunjin","K.Tror.E15","E","Trachymene.cyanopetala",15,"G",NA,NA,NA,NA,NA,1,NA,NA,NA
"Kunjin","K.Tror.E15","E","Trachymene.cyanopetala",15,"B",11,1,3,0,3,1,11,11,11
"Kunjin","K.Tror.M1","M","Trachymene.cyanopetala",1,"R",40,1,NA,0,NA,1,40,40,40
"Kunjin","K.Tror.M1","M","Trachymene.cyanopetala",1,"G",33,1,NA,0,NA,1,33,33,33
"Kunjin","K.Tror.M1","M","Trachymene.cyanopetala",1,"B",65,1,NA,0,NA,1,65,65,65
"Kunjin","K.Tror.M2","M","Trachymene.cyanopetala",2,"R",55,1,NA,0,NA,1,55,55,55
"Kunjin","K.Tror.M2","M","Trachymene.cyanopetala",2,"G",50,1,NA,0,NA,1,50,50,50
"Kunjin","K.Tror.M2","M","Trachymene.cyanopetala",2,"B",50,1,NA,0,NA,1,50,50,50
"Kunjin","K.Tror.M3","M","Trachymene.cyanopetala",3,"R",7,1,NA,0,NA,1,7,7,7
"Kunjin","K.Tror.M3","M","Trachymene.cyanopetala",3,"G",7,1,NA,0,NA,1,7,7,7
"Kunjin","K.Tror.M3","M","Trachymene.cyanopetala",3,"B",70,1,NA,0,NA,1,70,70,70
"Kunjin","K.Tror.M4","M","Trachymene.cyanopetala",4,"R",170,1,NA,0,NA,1,170,170,170
"Kunjin","K.Tror.M4","M","Trachymene.cyanopetala",4,"G",70,1,NA,0,NA,1,70,70,70
"Kunjin","K.Tror.M4","M","Trachymene.cyanopetala",4,"B",50,1,NA,0,NA,1,50,50,50
"Kunjin","K.Tror.M5","M","Trachymene.cyanopetala",5,"R",30,1,NA,0,NA,1,30,30,30
"Kunjin","K.Tror.M5","M","Trachymene.cyanopetala",5,"G",100,1,NA,0,NA,1,100,100,100
"Kunjin","K.Tror.M5","M","Trachymene.cyanopetala",5,"B",70,1,NA,0,NA,1,70,70,70
"Kunjin","K.Tror.N1","N","Trachymene.cyanopetala",1,"R",90,1,5,0,5,1,90,90,90
"Kunjin","K.Tror.N1","N","Trachymene.cyanopetala",1,"G",10,1,10,0,10,1,10,10,10
"Kunjin","K.Tror.N1","N","Trachymene.cyanopetala",1,"B",15,1,10,0,10,1,15,15,15
"Kunjin","K.Tror.N2","N","Trachymene.cyanopetala",2,"R",10,1,5,0,5,1,10,10,10
"Kunjin","K.Tror.N2","N","Trachymene.cyanopetala",2,"G",13,1,5,0,5,1,13,13,13
"Kunjin","K.Tror.N2","N","Trachymene.cyanopetala",2,"B",20,1,5,0,5,1,20,20,20
"Kunjin","K.Tror.N3","N","Trachymene.cyanopetala",3,"R",20,1,15,0,15,1,20,20,20
"Kunjin","K.Tror.N3","N","Trachymene.cyanopetala",3,"G",12,1,5,0,5,1,12,12,12
"Kunjin","K.Tror.N3","N","Trachymene.cyanopetala",3,"B",27,1,5,0,5,1,27,27,27
"Kunjin","K.Tror.N4","N","Trachymene.cyanopetala",4,"R",120,1,NA,0,NA,1,120,120,120
"Kunjin","K.Tror.N4","N","Trachymene.cyanopetala",4,"G",100,1,NA,0,NA,1,100,100,100
"Kunjin","K.Tror.N4","N","Trachymene.cyanopetala",4,"B",48,1,NA,0,NA,1,48,48,48
"Kunjin","K.Tror.N5","N","Trachymene.cyanopetala",5,"R",25,1,10,0,10,1,25,25,25
"Kunjin","K.Tror.N5","N","Trachymene.cyanopetala",5,"G",38,1,20,0,20,1,38,38,38
