"site","plot","treatment","species","index","colour","seed.count","flower.collect","flower.head","flower.herbivory","flower.total","flower.mult","standard.seed","total.seed","total.seed.int"
"Kunjin","K.Tror.N5","N","Trachymene.cyanopetala",5,"B",40,1,20,0,20,1,40,40,40
"Kunjin","K.Tror.N6","N","Trachymene.cyanopetala",6,"R",15,1,20,0,20,1,15,15,15
"Kunjin","K.Tror.N6","N","Trachymene.cyanopetala",6,"G",70,1,20,0,20,1,70,70,70
"Kunjin","K.Tror.N6","N","Trachymene.cyanopetala",6,"B",110,1,20,0,20,1,110,110,110
"Kunjin","K.Tror.N7","N","Trachymene.cyanopetala",7,"R",70,1,5,0,5,1,70,70,70
"Kunjin","K.Tror.N7","N","Trachymene.cyanopetala",7,"G",50,1,4,0,4,1,50,50,50
"Kunjin","K.Tror.N7","N","Trachymene.cyanopetala",7,"B",20,1,4,0,4,1,20,20,20
"Kunjin","K.Tror.N8","N","Trachymene.cyanopetala",8,"R",110,1,10,0,10,1,110,110,110
"Kunjin","K.Tror.N8","N","Trachymene.cyanopetala",8,"G",80,1,5,0,5,1,80,80,80
"Kunjin","K.Tror.N8","N","Trachymene.cyanopetala",8,"B",30,1,15,0,15,1,30,30,30
"Kunjin","K.Tror.N9","N","Trachymene.cyanopetala",9,"R",15,1,3,0,3,1,15,15,15
"Kunjin","K.Tror.N9","N","Trachymene.cyanopetala",9,"G",10,1,3,0,3,1,10,10,10
"Kunjin","K.Tror.N9","N","Trachymene.cyanopetala",9,"B",20,1,3,0,3,1,20,20,20
"Kunjin","K.Tror.N10","N","Trachymene.cyanopetala",10,"R",70,1,NA,0,NA,1,70,70,70
"Kunjin","K.Tror.N10","N","Trachymene.cyanopetala",10,"G",18,1,NA,0,NA,1,18,18,18
"Kunjin","K.Tror.N10","N","Trachymene.cyanopetala",10,"B",23,1,NA,0,NA,1,23,23,23
"Kunjin","K.Tror.N11","N","Trachymene.cyanopetala",11,"R",70,1,10,0,10,1,70,70,70
"Kunjin","K.Tror.N11","N","Trachymene.cyanopetala",11,"G",15,1,5,0,5,1,15,15,15
"Kunjin","K.Tror.N11","N","Trachymene.cyanopetala",11,"B",65,1,20,0,20,1,65,65,65
"Kunjin","K.Tror.N12","N","Trachymene.cyanopetala",12,"R",100,1,8,0,8,1,100,100,100
"Kunjin","K.Tror.N12","N","Trachymene.cyanopetala",12,"G",55,1,5,0,5,1,55,55,55
"Kunjin","K.Tror.N12","N","Trachymene.cyanopetala",12,"B",60,1,10,0,10,1,60,60,60
"Kunjin","K.Tror.N13","N","Trachymene.cyanopetala",13,"R",12,1,3,0,3,1,12,12,12
"Kunjin","K.Tror.N13","N","Trachymene.cyanopetala",13,"G",45,1,15,0,15,1,45,45,45
"Kunjin","K.Tror.N13","N","Trachymene.cyanopetala",13,"B",25,1,25,0,25,1,25,25,25
"Kunjin","K.Tror.N14","N","Trachymene.cyanopetala",14,"R",110,1,20,0,20,1,110,110,110
"Kunjin","K.Tror.N14","N","Trachymene.cyanopetala",14,"G",20,1,30,0,30,1,20,20,20
"Kunjin","K.Tror.N14","N","Trachymene.cyanopetala",14,"B",90,1,15,0,15,1,90,90,90
"Kunjin","K.Tror.N15","N","Trachymene.cyanopetala",15,"R",30,1,8,0,8,1,30,30,30
"Kunjin","K.Tror.N15","N","Trachymene.cyanopetala",15,"G",20,1,5,0,5,1,20,20,20
"Kunjin","K.Tror.N15","N","Trachymene.cyanopetala",15,"B",70,1,10,0,10,1,70,70,70
"Kunjin","K.Uran.E1","E","Ursinia.anthemoides",1,"R",30,1,3,0,3,3,30,90,90
"Kunjin","K.Uran.E1","E","Ursinia.anthemoides",1,"G",NA,NA,3,0,3,3,NA,NA,NA
"Kunjin","K.Uran.E1","E","Ursinia.anthemoides",1,"B",25,1,4,0,4,4,25,100,100
"Kunjin","K.Uran.E2","E","Ursinia.anthemoides",2,"R",37,1,15,0,15,15,37,555,555
"Kunjin","K.Uran.E2","E","Ursinia.anthemoides",2,"G",34,1,4,0,4,4,34,136,136
"Kunjin","K.Uran.E2","E","Ursinia.anthemoides",2,"B",51,1,10,0,10,10,51,510,510
"Kunjin","K.Uran.E3","E","Ursinia.anthemoides",3,"R",42,1,2,0,2,2,42,84,84
"Kunjin","K.Uran.E3","E","Ursinia.anthemoides",3,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Uran.E3","E","Ursinia.anthemoides",3,"B",19,1,10,0,10,10,19,190,190
"Kunjin","K.Uran.E4","E","Ursinia.anthemoides",4,"R",19,1,3,0,3,3,19,57,57
"Kunjin","K.Uran.E4","E","Ursinia.anthemoides",4,"G",18,1,5,0,5,5,18,90,90
"Kunjin","K.Uran.E4","E","Ursinia.anthemoides",4,"B",17,1,4,0,4,4,17,68,68
"Kunjin","K.Uran.E5","E","Ursinia.anthemoides",5,"R",49,1,6,0,6,6,49,294,294
"Kunjin","K.Uran.E5","E","Ursinia.anthemoides",5,"G",8,1,3,0,3,3,8,24,24
"Kunjin","K.Uran.E5","E","Ursinia.anthemoides",5,"B",7,1,10,0,10,10,7,70,70
"Kunjin","K.Uran.E6","E","Ursinia.anthemoides",6,"R",11,1,2,0,2,2,11,22,22
"Kunjin","K.Uran.E6","E","Ursinia.anthemoides",6,"G",26,1,2,0,2,2,26,52,52
"Kunjin","K.Uran.E6","E","Ursinia.anthemoides",6,"B",10,1,4,0,4,4,10,40,40
"Kunjin","K.Uran.E7","E","Ursinia.anthemoides",7,"R",22,1,3,0,3,3,22,66,66
"Kunjin","K.Uran.E7","E","Ursinia.anthemoides",7,"G",15,1,1,0,1,1,15,15,15
"Kunjin","K.Uran.E7","E","Ursinia.anthemoides",7,"B",32,1,3,0,3,3,32,96,96
"Kunjin","K.Uran.E8","E","Ursinia.anthemoides",8,"R",14,1,10,0,10,10,14,140,140
"Kunjin","K.Uran.E8","E","Ursinia.anthemoides",8,"G",32,1,2,0,2,2,32,64,64
"Kunjin","K.Uran.E8","E","Ursinia.anthemoides",8,"B",36,1,3,0,3,3,36,108,108
"Kunjin","K.Uran.E9","E","Ursinia.anthemoides",9,"R",NA,NA,5,0,5,5,NA,NA,NA
"Kunjin","K.Uran.E9","E","Ursinia.anthemoides",9,"G",5,1,6,0,6,6,5,30,30
"Kunjin","K.Uran.E9","E","Ursinia.anthemoides",9,"B",73,2,6,0,6,6,36.5,219,219
"Kunjin","K.Uran.E10","E","Ursinia.anthemoides",10,"R",67,1,6,0,6,6,67,402,402
"Kunjin","K.Uran.E10","E","Ursinia.anthemoides",10,"G",26,1,6,0,6,6,26,156,156
"Kunjin","K.Uran.E10","E","Ursinia.anthemoides",10,"B",39,1,7,0,7,7,39,273,273
"Kunjin","K.Uran.E11","E","Ursinia.anthemoides",11,"R",34,1,9,0,9,9,34,306,306
"Kunjin","K.Uran.E11","E","Ursinia.anthemoides",11,"G",34,1,11,0,11,11,34,374,374
"Kunjin","K.Uran.E11","E","Ursinia.anthemoides",11,"B",56,1,2,0,2,2,56,112,112
"Kunjin","K.Uran.E12","E","Ursinia.anthemoides",12,"R",41,1,5,0,5,5,41,205,205
"Kunjin","K.Uran.E12","E","Ursinia.anthemoides",12,"G",24,1,5,0,5,5,24,120,120
"Kunjin","K.Uran.E12","E","Ursinia.anthemoides",12,"B",11,1,4,0,4,4,11,44,44
"Kunjin","K.Uran.E13","E","Ursinia.anthemoides",13,"R",18,1,3,0,3,3,18,54,54
"Kunjin","K.Uran.E13","E","Ursinia.anthemoides",13,"G",46,1,30,0,30,30,46,1380,1380
"Kunjin","K.Uran.E13","E","Ursinia.anthemoides",13,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Uran.E14","E","Ursinia.anthemoides",14,"R",9,1,3,0,3,3,9,27,27
"Kunjin","K.Uran.E14","E","Ursinia.anthemoides",14,"G",45,1,30,0,30,30,45,1350,1350
"Kunjin","K.Uran.E14","E","Ursinia.anthemoides",14,"B",4,1,NA,0,NA,NA,4,NA,NA
"Kunjin","K.Uran.E15","E","Ursinia.anthemoides",15,"R",23,1,8,0,8,8,23,184,184
"Kunjin","K.Uran.E15","E","Ursinia.anthemoides",15,"G",23,1,5,0,5,5,23,115,115
"Kunjin","K.Uran.E15","E","Ursinia.anthemoides",15,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Uran.M1","M","Ursinia.anthemoides",1,"R",16,1,2,0,2,2,16,32,32
"Kunjin","K.Uran.M1","M","Ursinia.anthemoides",1,"G",20,1,1,0,1,1,20,20,20
"Kunjin","K.Uran.M1","M","Ursinia.anthemoides",1,"B",10,1,4,0,4,4,10,40,40
"Kunjin","K.Uran.M2","M","Ursinia.anthemoides",2,"R",NA,NA,NA,0,NA,NA,NA,NA,NA
"Kunjin","K.Uran.M2","M","Ursinia.anthemoides",2,"G",NA,NA,NA,0,NA,NA,NA,NA,NA
"Kunjin","K.Uran.M2","M","Ursinia.anthemoides",2,"B",44,1,NA,0,NA,NA,44,NA,NA
"Kunjin","K.Uran.M3","M","Ursinia.anthemoides",3,"R",NA,NA,NA,0,NA,NA,NA,NA,NA
"Kunjin","K.Uran.M3","M","Ursinia.anthemoides",3,"G",79,2,NA,0,NA,NA,39.5,NA,NA
"Kunjin","K.Uran.M3","M","Ursinia.anthemoides",3,"B",NA,NA,NA,0,NA,NA,NA,NA,NA
"Kunjin","K.Uran.M4","M","Ursinia.anthemoides",4,"R",NA,NA,NA,0,NA,NA,NA,NA,NA
"Kunjin","K.Uran.M4","M","Ursinia.anthemoides",4,"G",14,1,NA,0,NA,NA,14,NA,NA
"Kunjin","K.Uran.M4","M","Ursinia.anthemoides",4,"B",NA,NA,NA,0,NA,NA,NA,NA,NA
"Kunjin","K.Uran.M5","M","Ursinia.anthemoides",5,"R",17,1,NA,0,NA,NA,17,NA,NA
"Kunjin","K.Uran.M5","M","Ursinia.anthemoides",5,"G",52,1,NA,0,NA,NA,52,NA,NA
"Kunjin","K.Uran.M5","M","Ursinia.anthemoides",5,"B",23,1,NA,0,NA,NA,23,NA,NA
"Kunjin","K.Uran.N1","N","Ursinia.anthemoides",1,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Uran.N1","N","Ursinia.anthemoides",1,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Uran.N1","N","Ursinia.anthemoides",1,"B",14,1,3,0,3,3,14,42,42
"Kunjin","K.Uran.N2","N","Ursinia.anthemoides",2,"R",21,1,2,0,2,2,21,42,42
"Kunjin","K.Uran.N2","N","Ursinia.anthemoides",2,"G",20,1,1,0,1,1,20,20,20
"Kunjin","K.Uran.N2","N","Ursinia.anthemoides",2,"B",15,1,1,0,1,1,15,15,15
"Kunjin","K.Uran.N3","N","Ursinia.anthemoides",3,"R",10,1,4,0,4,4,10,40,40
"Kunjin","K.Uran.N3","N","Ursinia.anthemoides",3,"G",47,1,4,0,4,4,47,188,188
"Kunjin","K.Uran.N3","N","Ursinia.anthemoides",3,"B",15,1,3,0,3,3,15,45,45
"Kunjin","K.Uran.N4","N","Ursinia.anthemoides",4,"R",44,1,2,0,2,2,44,88,88
"Kunjin","K.Uran.N4","N","Ursinia.anthemoides",4,"G",21,1,3,0,3,3,21,63,63
"Kunjin","K.Uran.N4","N","Ursinia.anthemoides",4,"B",10,1,2,0,2,2,10,20,20
"Kunjin","K.Uran.N5","N","Ursinia.anthemoides",5,"R",31,1,4,0,4,4,31,124,124
"Kunjin","K.Uran.N5","N","Ursinia.anthemoides",5,"G",10,1,5,0,5,5,10,50,50
"Kunjin","K.Uran.N5","N","Ursinia.anthemoides",5,"B",48,1,6,0,6,6,48,288,288
"Kunjin","K.Uran.N6","N","Ursinia.anthemoides",6,"R",18,1,2,0,2,2,18,36,36
"Kunjin","K.Uran.N6","N","Ursinia.anthemoides",6,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Uran.N6","N","Ursinia.anthemoides",6,"B",5,1,2,0,2,2,5,10,10
"Kunjin","K.Uran.N7","N","Ursinia.anthemoides",7,"R",48,1,2,0,2,2,48,96,96
"Kunjin","K.Uran.N7","N","Ursinia.anthemoides",7,"G",10,1,2,0,2,2,10,20,20
"Kunjin","K.Uran.N7","N","Ursinia.anthemoides",7,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Uran.N8","N","Ursinia.anthemoides",8,"R",20,1,3,0,3,3,20,60,60
"Kunjin","K.Uran.N8","N","Ursinia.anthemoides",8,"G",12,1,2,0,2,2,12,24,24
"Kunjin","K.Uran.N8","N","Ursinia.anthemoides",8,"B",20,1,3,0,3,3,20,60,60
"Kunjin","K.Uran.N9","N","Ursinia.anthemoides",9,"R",26,1,3,0,3,3,26,78,78
"Kunjin","K.Uran.N9","N","Ursinia.anthemoides",9,"G",2,1,2,0,2,2,2,4,4
"Kunjin","K.Uran.N9","N","Ursinia.anthemoides",9,"B",37,1,4,0,4,4,37,148,148
"Kunjin","K.Uran.N10","N","Ursinia.anthemoides",10,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Uran.N10","N","Ursinia.anthemoides",10,"G",59,1,3,0,3,3,59,177,177
"Kunjin","K.Uran.N10","N","Ursinia.anthemoides",10,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Uran.N11","N","Ursinia.anthemoides",11,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Uran.N11","N","Ursinia.anthemoides",11,"G",65,1,9,0,9,9,65,585,585
"Kunjin","K.Uran.N11","N","Ursinia.anthemoides",11,"B",3,1,2,0,2,2,3,6,6
"Kunjin","K.Uran.N12","N","Ursinia.anthemoides",12,"R",33,1,3,0,3,3,33,99,99
"Kunjin","K.Uran.N12","N","Ursinia.anthemoides",12,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Uran.N12","N","Ursinia.anthemoides",12,"B",43,1,2,0,2,2,43,86,86
"Kunjin","K.Uran.N13","N","Ursinia.anthemoides",13,"R",24,1,4,0,4,4,24,96,96
"Kunjin","K.Uran.N13","N","Ursinia.anthemoides",13,"G",49,1,10,0,10,10,49,490,490
"Kunjin","K.Uran.N13","N","Ursinia.anthemoides",13,"B",45,1,5,0,5,5,45,225,225
"Kunjin","K.Uran.N14","N","Ursinia.anthemoides",14,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Uran.N14","N","Ursinia.anthemoides",14,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Uran.N14","N","Ursinia.anthemoides",14,"B",25,1,4,0,4,4,25,100,100
"Kunjin","K.Uran.N15","N","Ursinia.anthemoides",15,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Uran.N15","N","Ursinia.anthemoides",15,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Uran.N15","N","Ursinia.anthemoides",15,"B",37,1,20,0,20,20,37,740,740
"Kunjin","K.Waac.E1","E","Waitzia.acuminata",1,"R",28,1,10,0,10,10,28,280,280
"Kunjin","K.Waac.E1","E","Waitzia.acuminata",1,"G",47,1,15,0,15,15,47,705,705
"Kunjin","K.Waac.E1","E","Waitzia.acuminata",1,"B",50,1,10,0,10,10,50,500,500
"Kunjin","K.Waac.E2","E","Waitzia.acuminata",2,"R",49,1,20,0,20,20,49,980,980
"Kunjin","K.Waac.E2","E","Waitzia.acuminata",2,"G",42,1,1,0,1,1,42,42,42
"Kunjin","K.Waac.E2","E","Waitzia.acuminata",2,"B",48,1,10,0,10,10,48,480,480
"Kunjin","K.Waac.E3","E","Waitzia.acuminata",3,"R",NA,NA,10,0,10,10,NA,NA,NA
"Kunjin","K.Waac.E3","E","Waitzia.acuminata",3,"G",56,1,5,0,5,5,56,280,280
"Kunjin","K.Waac.E3","E","Waitzia.acuminata",3,"B",69,1,8,0,8,8,69,552,552
"Kunjin","K.Waac.E4","E","Waitzia.acuminata",4,"R",38,1,10,0,10,10,38,380,380
"Kunjin","K.Waac.E4","E","Waitzia.acuminata",4,"G",58,1,20,0,20,20,58,1160,1160
"Kunjin","K.Waac.E4","E","Waitzia.acuminata",4,"B",61,1,15,0,15,15,61,915,915
"Kunjin","K.Waac.E5","E","Waitzia.acuminata",5,"R",25,1,4,0,4,4,25,100,100
"Kunjin","K.Waac.E5","E","Waitzia.acuminata",5,"G",46,1,8,0,8,8,46,368,368
"Kunjin","K.Waac.E5","E","Waitzia.acuminata",5,"B",46,1,12,0,12,12,46,552,552
"Kunjin","K.Waac.E6","E","Waitzia.acuminata",6,"R",40,1,10,0,10,10,40,400,400
"Kunjin","K.Waac.E6","E","Waitzia.acuminata",6,"G",37,1,15,0,15,15,37,555,555
"Kunjin","K.Waac.E6","E","Waitzia.acuminata",6,"B",53,1,6,0,6,6,53,318,318
"Kunjin","K.Waac.E7","E","Waitzia.acuminata",7,"R",59,1,10,0,10,10,59,590,590
"Kunjin","K.Waac.E7","E","Waitzia.acuminata",7,"G",43,1,5,0,5,5,43,215,215
"Kunjin","K.Waac.E7","E","Waitzia.acuminata",7,"B",44,1,10,0,10,10,44,440,440
"Kunjin","K.Waac.E8","E","Waitzia.acuminata",8,"R",23,1,4,0,4,4,23,92,92
"Kunjin","K.Waac.E8","E","Waitzia.acuminata",8,"G",36,1,5,0,5,5,36,180,180
"Kunjin","K.Waac.E8","E","Waitzia.acuminata",8,"B",31,1,8,0,8,8,31,248,248
"Kunjin","K.Waac.E9","E","Waitzia.acuminata",9,"R",60,1,33,0,33,33,60,1980,1980
"Kunjin","K.Waac.E9","E","Waitzia.acuminata",9,"G",51,1,4,0,4,4,51,204,204
"Kunjin","K.Waac.E9","E","Waitzia.acuminata",9,"B",52,1,68,0,68,68,52,3536,3536
"Kunjin","K.Waac.E10","E","Waitzia.acuminata",10,"R",NA,NA,12,0,12,12,NA,NA,NA
"Kunjin","K.Waac.E10","E","Waitzia.acuminata",10,"G",42,1,161,0,161,161,42,6762,6762
"Kunjin","K.Waac.E10","E","Waitzia.acuminata",10,"B",NA,NA,14,0,14,14,NA,NA,NA
"Kunjin","K.Waac.E11","E","Waitzia.acuminata",11,"R",20,1,4,0,4,4,20,80,80
"Kunjin","K.Waac.E11","E","Waitzia.acuminata",11,"G",57,1,42,0,42,42,57,2394,2394
"Kunjin","K.Waac.E11","E","Waitzia.acuminata",11,"B",NA,NA,8,0,8,8,NA,NA,NA
"Kunjin","K.Waac.E12","E","Waitzia.acuminata",12,"R",52,1,13,0,13,13,52,676,676
"Kunjin","K.Waac.E12","E","Waitzia.acuminata",12,"G",55,1,33,0,33,33,55,1815,1815
"Kunjin","K.Waac.E12","E","Waitzia.acuminata",12,"B",45,1,9,0,9,9,45,405,405
"Kunjin","K.Waac.E13","E","Waitzia.acuminata",13,"R",14,1,7,0,7,7,14,98,98
"Kunjin","K.Waac.E13","E","Waitzia.acuminata",13,"G",66,1,13,0,13,13,66,858,858
"Kunjin","K.Waac.E13","E","Waitzia.acuminata",13,"B",51,1,40,0,40,40,51,2040,2040
"Kunjin","K.Waac.E14","E","Waitzia.acuminata",14,"R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Waac.E14","E","Waitzia.acuminata",14,"G",54,1,20,0,20,20,54,1080,1080
"Kunjin","K.Waac.E14","E","Waitzia.acuminata",14,"B",51,1,40,0,40,40,51,2040,2040
"Kunjin","K.Waac.E15","E","Waitzia.acuminata",15,"R",56,1,11,0,11,11,56,616,616
"Kunjin","K.Waac.E15","E","Waitzia.acuminata",15,"G",52,1,73,0,73,73,52,3796,3796
"Kunjin","K.Waac.E15","E","Waitzia.acuminata",15,"B",47,1,34,0,34,34,47,1598,1598
"Kunjin","K.Waac.M1","M","Waitzia.acuminata",1,"R",49,1,12,0,12,12,49,588,588
"Kunjin","K.Waac.M1","M","Waitzia.acuminata",1,"G",42,1,14,0,14,14,42,588,588
"Kunjin","K.Waac.M1","M","Waitzia.acuminata",1,"B",43,1,8,0,8,8,43,344,344
"Kunjin","K.Waac.M2","M","Waitzia.acuminata",2,"R",36,1,16,0,16,16,36,576,576
"Kunjin","K.Waac.M2","M","Waitzia.acuminata",2,"G",53,1,11,0,11,11,53,583,583
"Kunjin","K.Waac.M2","M","Waitzia.acuminata",2,"B",55,1,41,0,41,41,55,2255,2255
"Kunjin","K.Waac.M3","M","Waitzia.acuminata",3,"R",32,1,23,0,23,23,32,736,736
"Kunjin","K.Waac.M3","M","Waitzia.acuminata",3,"G",41,1,17,0,17,17,41,697,697
"Kunjin","K.Waac.M3","M","Waitzia.acuminata",3,"B",61,1,82,0,82,82,61,5002,5002
"Kunjin","K.Waac.M4","M","Waitzia.acuminata",4,"R",51,1,301,0,301,301,51,15351,15351
"Kunjin","K.Waac.M4","M","Waitzia.acuminata",4,"G",42,1,19,0,19,19,42,798,798
"Kunjin","K.Waac.M4","M","Waitzia.acuminata",4,"B",44,1,48,0,48,48,44,2112,2112
"Kunjin","K.Waac.M5","M","Waitzia.acuminata",5,"R",19,1,51,0,51,51,19,969,969
"Kunjin","K.Waac.M5","M","Waitzia.acuminata",5,"G",50,1,28,0,28,28,50,1400,1400
"Kunjin","K.Waac.M5","M","Waitzia.acuminata",5,"B",53,1,15,0,15,15,53,795,795
"Kunjin","K.Waac.N1","N","Waitzia.acuminata",1,"R",45,1,63,0,63,63,45,2835,2835
"Kunjin","K.Waac.N1","N","Waitzia.acuminata",1,"G",24,1,5,0,5,5,24,120,120
"Kunjin","K.Waac.N1","N","Waitzia.acuminata",1,"B",38,1,17,0,17,17,38,646,646
"Kunjin","K.Waac.N2","N","Waitzia.acuminata",2,"R",51,1,25,0,25,25,51,1275,1275
"Kunjin","K.Waac.N2","N","Waitzia.acuminata",2,"G",37,1,10,0,10,10,37,370,370
"Kunjin","K.Waac.N2","N","Waitzia.acuminata",2,"B",39,1,15,0,15,15,39,585,585
"Kunjin","K.Waac.N3","N","Waitzia.acuminata",3,"R",42,1,20,0,20,20,42,840,840
"Kunjin","K.Waac.N3","N","Waitzia.acuminata",3,"G",41,1,15,0,15,15,41,615,615
"Kunjin","K.Waac.N3","N","Waitzia.acuminata",3,"B",54,1,10,0,10,10,54,540,540
"Kunjin","K.Waac.N4","N","Waitzia.acuminata",4,"R",52,1,10,0,10,10,52,520,520
"Kunjin","K.Waac.N4","N","Waitzia.acuminata",4,"G",53,1,20,0,20,20,53,1060,1060
"Kunjin","K.Waac.N4","N","Waitzia.acuminata",4,"B",48,1,15,0,15,15,48,720,720
"Kunjin","K.Waac.N5","N","Waitzia.acuminata",5,"R",43,1,4,0,4,4,43,172,172
"Kunjin","K.Waac.N5","N","Waitzia.acuminata",5,"G",31,1,19,0,19,19,31,589,589
"Kunjin","K.Waac.N5","N","Waitzia.acuminata",5,"B",46,1,8,0,8,8,46,368,368
"Kunjin","K.Waac.N6","N","Waitzia.acuminata",6,"R",44,1,25,0,25,25,44,1100,1100
"Kunjin","K.Waac.N6","N","Waitzia.acuminata",6,"G",34,1,5,0,5,5,34,170,170
"Kunjin","K.Waac.N6","N","Waitzia.acuminata",6,"B",40,1,41,0,41,41,40,1640,1640
"Kunjin","K.Waac.N7","N","Waitzia.acuminata",7,"R",44,1,4,0,4,4,44,176,176
"Kunjin","K.Waac.N7","N","Waitzia.acuminata",7,"G",46,1,5,0,5,5,46,230,230
"Kunjin","K.Waac.N7","N","Waitzia.acuminata",7,"B",45,1,6,0,6,6,45,270,270
"Kunjin","K.Waac.N8","N","Waitzia.acuminata",8,"R",27,1,11,0,11,11,27,297,297
"Kunjin","K.Waac.N8","N","Waitzia.acuminata",8,"G",34,1,30,0,30,30,34,1020,1020
"Kunjin","K.Waac.N8","N","Waitzia.acuminata",8,"B",47,1,28,0,28,28,47,1316,1316
"Kunjin","K.Waac.N9","N","Waitzia.acuminata",9,"R",44,1,11,0,11,11,44,484,484
"Kunjin","K.Waac.N9","N","Waitzia.acuminata",9,"G",50,1,13,0,13,13,50,650,650
"Kunjin","K.Waac.N9","N","Waitzia.acuminata",9,"B",39,1,6,0,6,6,39,234,234
"Kunjin","K.Waac.N10","N","Waitzia.acuminata",10,"R",32,1,4,0,4,4,32,128,128
"Kunjin","K.Waac.N10","N","Waitzia.acuminata",10,"G",35,1,4,0,4,4,35,140,140
"Kunjin","K.Waac.N10","N","Waitzia.acuminata",10,"B",35,1,2,0,2,2,35,70,70
"Kunjin","K.Waac.N11","N","Waitzia.acuminata",11,"R",29,1,3,0,3,3,29,87,87
"Kunjin","K.Waac.N11","N","Waitzia.acuminata",11,"G",35,1,1,0,1,1,35,35,35
"Kunjin","K.Waac.N11","N","Waitzia.acuminata",11,"B",19,1,7,0,7,7,19,133,133
"Kunjin","K.Waac.N12","N","Waitzia.acuminata",12,"R",40,1,17,0,17,17,40,680,680
"Kunjin","K.Waac.N12","N","Waitzia.acuminata",12,"G",46,1,20,0,20,20,46,920,920
"Kunjin","K.Waac.N12","N","Waitzia.acuminata",12,"B",37,1,1,0,1,1,37,37,37
"Kunjin","K.Waac.N13","N","Waitzia.acuminata",13,"R",23,1,9,0,9,9,23,207,207
"Kunjin","K.Waac.N13","N","Waitzia.acuminata",13,"G",51,1,11,0,11,11,51,561,561
"Kunjin","K.Waac.N13","N","Waitzia.acuminata",13,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunjin","K.Waac.N14","N","Waitzia.acuminata",14,"R",46,1,23,0,23,23,46,1058,1058
"Kunjin","K.Waac.N14","N","Waitzia.acuminata",14,"G",50,1,16,0,16,16,50,800,800
"Kunjin","K.Waac.N14","N","Waitzia.acuminata",14,"B",17,1,5,0,5,5,17,85,85
"Kunjin","K.Waac.N15","N","Waitzia.acuminata",15,"R",20,1,6,0,6,6,20,120,120
"Kunjin","K.Waac.N15","N","Waitzia.acuminata",15,"G",NA,NA,0,0,0,0,NA,NA,NA
"Kunjin","K.Waac.N15","N","Waitzia.acuminata",15,"B",43,1,35,0,35,35,43,1505,1505
