Block,Transect,Pair,Plot.ID,Treatment,Species,Count,Exotic.count,Exotic,Date,Focal.species,Growth.form,Tot.annual.density,Tot.ex.annual.density,Tot.nat.annual.density,Plot.richness.annual,Plot.exotic.richness,Plot.native.richness,Tot.plant.density,Tot.exotic.density,Plot.richness,Plot.exotic.richness,Plot.native.richness
10,N,1,10.N.1.C,Control,B.tournefortii,3,3,1,27/08/2013,1,Annual.forb,19,15,4,7,5,2,45,15,9,5,4
10,N,1,10.N.1.C,Control,Bromus.sp,9,9,1,27/08/2013,1,Annual.forb,,,,,,,45,15,9,5,4
10,N,1,10.N.1.C,Control,H.glabra,1,1,1,27/08/2013,1,Annual.forb,,,,,,,45,15,9,5,4
10,N,1,10.N.1.C,Control,L.arvensis,1,1,1,27/08/2013,1,Annual.forb,,,,,,,45,15,9,5,4
10,N,1,10.N.1.C,Control,P.lessonni,2,0,0,27/08/2013,1,Annual.forb,,,,,,,45,15,9,5,4
10,N,1,10.N.1.C,Control,U.anthemoides,1,1,1,27/08/2013,1,Annual.forb,,,,,,,45,15,9,5,4
10,N,1,10.N.1.C,Control,W.acuminata,2,0,0,27/08/2013,1,Annual.forb,,,,,,,45,15,9,5,4
10,N,1,10.N.1.L,Litter,B.tournefortii,5,5,1,27/08/2013,1,Annual.forb,19,9,20,7,3,4,33,9,9,3,6
10,N,1,10.N.1.L,Litter,E.botrys,1,1,1,27/08/2013,1,Annual.forb,,,,,,,33,9,9,3,6
10,N,1,10.N.1.L,Litter,Millotia.sp,5,0,0,27/08/2013,1,Annual.forb,,,,,,,33,9,9,3,6
10,N,1,10.N.1.L,Litter,P.gnaphaloides,1,0,0,27/08/2013,1,Annual.forb,,,,,,,33,9,9,3,6
10,N,1,10.N.1.L,Litter,W.acuminata,2,0,0,27/08/2013,1,Annual.forb,,,,,,,33,9,9,3,6
10,N,1,10.N.1.L,Litter,C.eremea,2,0,0,27/08/2013,0,Annual.forb,,,,,,,33,9,9,3,6
10,N,1,10.N.1.L,Litter,Bromus.sp,3,3,1,27/08/2013,1,Annual.grass,,,,,,,33,9,9,3,6
10,N,2,10.N.2.C,Control,E.botrys,1,1,1,27/08/2013,1,Annual.forb,31,17,14,9,4,5,31,17,9,4,5
10,N,2,10.N.2.C,Control,Millotia.sp,3,0,0,27/08/2013,1,Annual.forb,,,,,,,31,17,9,4,5
10,N,2,10.N.2.C,Control,T.ornata,1,0,0,27/08/2013,1,Annual.forb,,,,,,,31,17,9,4,5
10,N,2,10.N.2.C,Control,T.isingiana,1,0,0,27/08/2013,1,Annual.forb,,,,,,,31,17,9,4,5
10,N,2,10.N.2.C,Control,W.acuminata,2,0,0,27/08/2013,1,Annual.forb,,,,,,,31,17,9,4,5
10,N,2,10.N.2.C,Control,C.eremea,7,0,0,27/08/2013,0,Annual.forb,,,,,,,31,17,9,4,5
10,N,2,10.N.2.C,Control,Bromus.sp,2,2,1,27/08/2013,1,Annual.grass,,,,,,,31,17,9,4,5
10,N,2,10.N.2.C,Control,P.airoides,12,12,1,27/08/2013,1,Annual.grass,,,,,,,31,17,9,4,5
10,N,2,10.N.2.C,Control,V.myuros,2,2,1,27/08/2013,1,Annual.grass,,,,,,,31,17,9,4,5
10,N,2,10.N.2.L,Litter,B.tournefortii,1,1,1,27/08/2013,1,Annual.forb,,,,,,,18,7,8,3,5
10,N,2,10.N.2.L,Litter,H.pilifera,2,0,0,27/08/2013,1,Annual.forb,,,,,,,18,7,8,3,5
10,N,2,10.N.2.L,Litter,Millotia.sp,1,0,0,27/08/2013,1,Annual.forb,,,,,,,18,7,8,3,5
10,N,2,10.N.2.L,Litter,P.canescens,2,0,0,27/08/2013,1,Annual.forb,,,,,,,18,7,8,3,5
10,N,2,10.N.2.L,Litter,U.anthemoides,1,1,1,27/08/2013,1,Annual.forb,,,,,,,18,7,8,3,5
10,N,2,10.N.2.L,Litter,C.eremea,2,0,0,27/08/2013,0,Annual.forb,,,,,,,18,7,8,3,5
10,N,2,10.N.2.L,Litter,Bromus.sp,5,5,1,27/08/2013,1,Annual.grass,,,,,,,18,7,8,3,5
10,N,3,10.N.3.C,Control,A.calendula,1,1,1,27/08/2013,1,Annual.forb,,,,,,,22,20,5,3,2
10,N,3,10.N.3.C,Control,E.botrys,1,1,1,27/08/2013,1,Annual.forb,,,,,,,22,20,5,3,2
10,N,3,10.N.3.C,Control,Millotia.sp,1,0,0,27/08/2013,1,Annual.forb,,,,,,,22,20,5,3,2
10,N,3,10.N.3.C,Control,W.acuminata,1,0,0,27/08/2013,1,Annual.forb,,,,,,,22,20,5,3,2
10,N,3,10.N.3.C,Control,Bromus.sp,18,18,1,27/08/2013,1,Annual.grass,,,,,,,22,20,5,3,2
10,N,3,10.N.3.L,Litter,A.calendula,2,2,1,27/08/2013,1,Annual.forb,,,,,,,34,22,6,4,2
10,N,3,10.N.3.L,Litter,B.tournefortii,2,2,1,27/08/2013,1,Annual.forb,,,,,,,34,22,6,4,2
10,N,3,10.N.3.L,Litter,L.arvensis,2,2,1,27/08/2013,1,Annual.forb,,,,,,,34,22,6,4,2
10,N,3,10.N.3.L,Litter,Millotia.sp,1,0,0,27/08/2013,1,Annual.forb,,,,,,,34,22,6,4,2
10,N,3,10.N.3.L,Litter,C.eremea,11,0,0,27/08/2013,0,Annual.forb,,,,,,,34,22,6,4,2
10,N,3,10.N.3.L,Litter,Bromus.sp,16,16,1,27/08/2013,1,Annual.grass,,,,,,,34,22,6,4,2
10,N,4,10.N.4.C,Litter,B.tournefortii,3,3,1,27/08/2013,1,Annual.forb,,,,,,,15,11,6,3,3
10,N,4,10.N.4.C,Litter,Millotia.sp,2,0,0,27/08/2013,1,Annual.forb,,,,,,,15,11,6,3,3
10,N,4,10.N.4.C,Litter,T.ornata,1,0,0,27/08/2013,1,Annual.forb,,,,,,,15,11,6,3,3
10,N,4,10.N.4.C,Control,U.anthemoides,7,7,1,27/08/2013,1,Annual.forb,,,,,,,15,11,6,3,3
10,N,4,10.N.4.C,Litter,C.eremea,1,0,0,27/08/2013,0,Annual.forb,,,,,,,15,11,6,3,3
10,N,4,10.N.4.C,Control,V.myuros,1,1,1,27/08/2013,1,Annual.grass,,,,,,,15,11,6,3,3
10,N,4,10.N.4.L,Control,L.arvensis,3,3,1,27/08/2013,1,Annual.forb,,,,,,,18,6,6,2,4
10,N,4,10.N.4.L,Litter,Millotia.sp,9,0,0,27/08/2013,1,Annual.forb,,,,,,,18,6,6,2,4
10,N,4,10.N.4.L,Litter,P.canescens,1,0,0,27/08/2013,1,Annual.forb,,,,,,,18,6,6,2,4
10,N,4,10.N.4.L,Litter,T.isingiana,1,0,0,27/08/2013,1,Annual.forb,,,,,,,18,6,6,2,4
10,N,4,10.N.4.L,Litter,U.anthemoides,3,3,1,27/08/2013,1,Annual.forb,,,,,,,18,6,6,2,4
10,N,4,10.N.4.L,Control,C.eremea,1,0,0,27/08/2013,0,Annual.forb,,,,,,,18,6,6,2,4
10,N,5,10.N.5.C,Litter,B.tournefortii,1,1,1,27/08/2013,1,Annual.forb,,,,,,,71,26,6,5,1
10,N,5,10.N.5.C,Litter,H.glabra,2,2,1,27/08/2013,1,Annual.forb,,,,,,,71,26,6,5,1
10,N,5,10.N.5.C,Control,L.arvensis,21,21,1,27/08/2013,1,Annual.forb,,,,,,,71,26,6,5,1
10,N,5,10.N.5.C,Control,M.crystallinum,1,1,1,27/08/2013,1,Annual.forb,,,,,,,71,26,6,5,1
10,N,5,10.N.5.C,Control,Millotia.sp,45,0,0,27/08/2013,1,Annual.forb,,,,,,,71,26,6,5,1
10,N,5,10.N.5.C,Control,U.anthemoides,1,1,1,27/08/2013,1,Annual.forb,,,,,,,71,26,6,5,1
10,N,5,10.N.5.L,Control,B.tournefortii,2,2,1,27/08/2013,1,Annual.forb,,,,,,,5,2,3,1,2
10,N,5,10.N.5.L,Litter,Millotia.sp,2,0,0,27/08/2013,1,Annual.forb,,,,,,,5,2,3,1,2
10,N,5,10.N.5.L,Litter,T.isingiana,1,0,0,27/08/2013,1,Annual.forb,,,,,,,5,2,3,1,2
10,S,1,10.S.1.C,Control,W.acuminata,6,0,0,27/08/2013,1,Annual.forb,,,,,,,17,3,4,1,3
10,S,1,10.S.1.C,Control,C.colorata,5,0,0,27/08/2013,0,Annual.forb,,,,,,,17,3,4,1,3
10,S,1,10.S.1.C,Litter,Bromus.sp,3,3,1,27/08/2013,1,Annual.grass,,,,,,,17,3,4,1,3
10,S,1,10.S.1.L,Control,B.tournefortii,1,1,1,27/08/2013,1,Annual.forb,,,,,,,15,8,4,2,2
10,S,1,10.S.1.L,Control,C.colorata,3,0,0,27/08/2013,0,Annual.forb,,,,,,,15,8,4,2,2
10,S,1,10.S.1.L,Litter,C.eremea,4,0,0,27/08/2013,0,Annual.forb,,,,,,,15,8,4,2,2
10,S,1,10.S.1.L,Control,Bromus.sp,7,7,1,27/08/2013,1,Annual.grass,,,,,,,15,8,4,2,2
10,S,2,10.S.2.C,Control,T.isingiana,2,0,0,27/08/2013,1,Annual.forb,,,,,,,35,8,7,2,5
10,S,2,10.S.2.C,Control,U.anthemoides,1,1,1,27/08/2013,1,Annual.forb,,,,,,,35,8,7,2,5
10,S,2,10.S.2.C,Control,W.acuminata,1,0,0,27/08/2013,1,Annual.forb,,,,,,,35,8,7,2,5
10,S,2,10.S.2.C,Control,C.colorata,17,0,0,27/08/2013,0,Annual.forb,,,,,,,35,8,7,2,5
10,S,2,10.S.2.C,Control,C.eremea,4,0,0,27/08/2013,0,Annual.forb,,,,,,,35,8,7,2,5
10,S,2,10.S.2.C,Control,Bromus.sp,7,7,1,27/08/2013,1,Annual.grass,,,,,,,35,8,7,2,5
10,S,2,10.S.2.L,Control,E.botrys,2,2,1,27/08/2013,1,Annual.forb,,,,,,,35,15,8,3,5
10,S,2,10.S.2.L,Control,P.lessonni,2,0,0,27/08/2013,1,Annual.forb,,,,,,,35,15,8,3,5
10,S,2,10.S.2.L,Control,T.isingiana,14,0,0,27/08/2013,1,Annual.forb,,,,,,,35,15,8,3,5
10,S,2,10.S.2.L,Litter,U.anthemoides,1,1,1,27/08/2013,1,Annual.forb,,,,,,,35,15,8,3,5
10,S,2,10.S.2.L,Litter,W.acuminata,1,0,0,27/08/2013,1,Annual.forb,,,,,,,35,15,8,3,5
10,S,2,10.S.2.L,Control,C.colorata,2,0,0,27/08/2013,0,Annual.forb,,,,,,,35,15,8,3,5
10,S,2,10.S.2.L,Control,C.eremea,1,0,0,27/08/2013,0,Annual.forb,,,,,,,35,15,8,3,5
10,S,2,10.S.2.L,Control,Bromus.sp,12,12,1,27/08/2013,1,Annual.grass,,,,,,,35,15,8,3,5
10,S,3,10.S.3.C,Litter,E.botrys,1,1,1,27/08/2013,1,Annual.forb,,,,,,,21,10,7,4,3
10,S,3,10.S.3.C,Litter,L.arvensis,2,2,1,27/08/2013,1,Annual.forb,,,,,,,21,10,7,4,3
10,S,3,10.S.3.C,Litter,N.rotundifolia,2,2,1,27/08/2013,1,Annual.forb,,,,,,,21,10,7,4,3
10,S,3,10.S.3.C,Litter,U.anthemoides,5,5,1,27/08/2013,1,Annual.forb,,,,,,,21,10,7,4,3
10,S,3,10.S.3.C,Litter,W.acuminata,3,0,0,27/08/2013,1,Annual.forb,,,,,,,21,10,7,4,3
10,S,3,10.S.3.C,Litter,C.eremea,1,0,0,27/08/2013,0,Annual.forb,,,,,,,21,10,7,4,3
10,S,3,10.S.3.L,Control,B.tournefortii,2,2,1,27/08/2013,1,Annual.forb,,,,,,,10,2,4,1,3
10,S,3,10.S.3.L,Control,W.acuminata,1,0,0,27/08/2013,1,Annual.forb,,,,,,,10,2,4,1,3
10,S,3,10.S.3.L,Control,C.eremea,1,0,0,27/08/2013,0,Annual.forb,,,,,,,10,2,4,1,3
10,S,4,10.S.4.C,Litter,B.tournefortii,1,1,1,27/08/2013,1,Annual.forb,,,,,,,26,8,5,3,2
10,S,4,10.S.4.C,Litter,E.botrys,1,1,1,27/08/2013,1,Annual.forb,,,,,,,26,8,5,3,2
10,S,4,10.S.4.C,Litter,Millotia.sp,6,0,0,27/08/2013,1,Annual.forb,,,,,,,26,8,5,3,2
10,S,4,10.S.4.C,Litter,U.anthemoides,6,6,1,27/08/2013,1,Annual.forb,,,,,,,26,8,5,3,2
10,S,4,10.S.4.L,Control,B.tournefortii,2,2,1,27/08/2013,1,Annual.forb,,,,,,,12,6,7,3,4
10,S,4,10.S.4.L,Control,E.botrys,1,1,1,27/08/2013,1,Annual.forb,,,,,,,12,6,7,3,4
10,S,4,10.S.4.L,Control,Millotia.sp,1,0,0,27/08/2013,1,Annual.forb,,,,,,,12,6,7,3,4
10,S,4,10.S.4.L,Control,U.anthemoides,3,3,1,27/08/2013,1,Annual.forb,,,,,,,12,6,7,3,4
10,S,4,10.S.4.L,Control,C.eremea,2,0,0,27/08/2013,0,Annual.forb,,,,,,,12,6,7,3,4
10,S,5,10.S.5.C,Control,Millotia.sp,14,0,0,27/08/2013,1,Annual.forb,,,,,,,31,8,5,1,4
10,S,5,10.S.5.C,Control,U.anthemoides,8,8,1,27/08/2013,1,Annual.forb,,,,,,,31,8,5,1,4
10,S,5,10.S.5.C,Control,W.acuminata,2,0,0,27/08/2013,1,Annual.forb,,,,,,,31,8,5,1,4
10,S,5,10.S.5.L,Control,E.botrys,1,1,1,27/08/2013,1,Annual.forb,,,,,,,27,11,5,3,2
10,S,5,10.S.5.L,Litter,Millotia.sp,1,0,0,27/08/2013,1,Annual.forb,,,,,,,27,11,5,3,2
10,S,5,10.S.5.L,Litter,U.anthemoides,2,2,1,27/08/2013,1,Annual.forb,,,,,,,27,11,5,3,2
10,S,5,10.S.5.L,Litter,E.longiflora,8,8,1,27/08/2013,1,Annual.grass,,,,,,,27,11,5,3,2
11,N,1,11.N.1.C,Control,A.calendula,1,1,1,27/08/2013,1,Annual.forb,,,,,,,48,29,11,6,5
11,N,1,11.N.1.C,Control,B.tournefortii,1,1,1,27/08/2013,1,Annual.forb,,,,,,,48,29,11,6,5
11,N,1,11.N.1.C,Control,H.glabra,2,2,1,27/08/2013,1,Annual.forb,,,,,,,48,29,11,6,5
11,N,1,11.N.1.C,Control,L.arvensis,8,8,1,27/08/2013,1,Annual.forb,,,,,,,48,29,11,6,5
11,N,1,11.N.1.C,Control,Millotia.sp,1,0,0,27/08/2013,1,Annual.forb,,,,,,,48,29,11,6,5
11,N,1,11.N.1.C,Control,P.canescens,1,0,0,27/08/2013,1,Annual.forb,,,,,,,48,29,11,6,5
11,N,1,11.N.1.C,Control,T.isingiana,14,0,0,27/08/2013,1,Annual.forb,,,,,,,48,29,11,6,5
11,N,1,11.N.1.C,Control,U.anthemoides,1,1,1,27/08/2013,1,Annual.forb,,,,,,,48,29,11,6,5
11,N,1,11.N.1.C,Control,C.colorata,1,0,0,27/08/2013,0,Annual.forb,,,,,,,48,29,11,6,5
11,N,1,11.N.1.C,Control,C.eremea,2,0,0,27/08/2013,0,Annual.forb,,,,,,,48,29,11,6,5
11,N,1,11.N.1.C,Control,Bromus.sp,16,16,1,27/08/2013,1,Annual.grass,,,,,,,48,29,11,6,5
11,N,1,11.N.1.L,Litter,A.calendula,2,2,1,27/08/2013,1,Annual.forb,,,,,,,22,16,10,6,4
11,N,1,11.N.1.L,Litter,B.iberidifola,1,0,0,27/08/2013,1,Annual.forb,,,,,,,22,16,10,6,4
11,N,1,11.N.1.L,Litter,B.tournefortii,2,2,1,27/08/2013,1,Annual.forb,,,,,,,22,16,10,6,4
11,N,1,11.N.1.L,Litter,H.glabra,1,1,1,27/08/2013,1,Annual.forb,,,,,,,22,16,10,6,4
11,N,1,11.N.1.L,Litter,L.arvensis,1,1,1,27/08/2013,1,Annual.forb,,,,,,,22,16,10,6,4
11,N,1,11.N.1.L,Litter,Millotia.sp,2,0,0,27/08/2013,1,Annual.forb,,,,,,,22,16,10,6,4
11,N,1,11.N.1.L,Litter,T.isingiana,1,0,0,27/08/2013,1,Annual.forb,,,,,,,22,16,10,6,4
11,N,1,11.N.1.L,Litter,U.anthemoides,4,4,1,27/08/2013,1,Annual.forb,,,,,,,22,16,10,6,4
11,N,1,11.N.1.L,Litter,Bromus.sp,6,6,1,27/08/2013,1,Annual.grass,,,,,,,22,16,10,6,4
11,N,2,11.N.2.C,Control,B.tournefortii,1,1,1,27/08/2013,1,Annual.forb,,,,,,,47,16,7,3,4
11,N,2,11.N.2.C,Control,L.arvensis,1,1,1,27/08/2013,1,Annual.forb,,,,,,,47,16,7,3,4
11,N,2,11.N.2.C,Control,T.isingiana,13,0,0,27/08/2013,1,Annual.forb,,,,,,,47,16,7,3,4
11,N,2,11.N.2.C,Control,C.colorata,14,0,0,27/08/2013,0,Annual.forb,,,,,,,47,16,7,3,4
11,N,2,11.N.2.C,Control,C.eremea,3,0,0,27/08/2013,0,Annual.forb,,,,,,,47,16,7,3,4
11,N,2,11.N.2.C,Control,Bromus.sp,14,14,1,27/08/2013,1,Annual.grass,,,,,,,47,16,7,3,4
11,N,2,11.N.2.L,Litter,A.calendula,1,1,1,27/08/2013,1,Annual.forb,,,,,,,46,20,9,4,5
11,N,2,11.N.2.L,Litter,B.tournefortii,1,1,1,27/08/2013,1,Annual.forb,,,,,,,46,20,9,4,5
11,N,2,11.N.2.L,Litter,H.glabra,3,3,1,27/08/2013,1,Annual.forb,,,,,,,46,20,9,4,5
11,N,2,11.N.2.L,Litter,Millotia.sp,2,0,0,27/08/2013,1,Annual.forb,,,,,,,46,20,9,4,5
11,N,2,11.N.2.L,Litter,P.canescens,1,0,0,27/08/2013,1,Annual.forb,,,,,,,46,20,9,4,5
11,N,2,11.N.2.L,Litter,T.isingiana,19,0,0,27/08/2013,1,Annual.forb,,,,,,,46,20,9,4,5
11,N,2,11.N.2.L,Litter,W.acuminata,1,0,0,27/08/2013,1,Annual.forb,,,,,,,46,20,9,4,5
11,N,2,11.N.2.L,Litter,C.eremea,3,0,0,27/08/2013,0,Annual.forb,,,,,,,46,20,9,4,5
11,N,2,11.N.2.L,Litter,Bromus.sp,15,15,1,27/08/2013,1,Annual.grass,,,,,,,46,20,9,4,5
11,N,3,11.N.3.C,Control,B.iberidifola,1,0,0,27/08/2013,1,Annual.forb,,,,,,,24,15,5,2,3
11,N,3,11.N.3.C,Control,B.tournefortii,3,3,1,27/08/2013,1,Annual.forb,,,,,,,24,15,5,2,3
11,N,3,11.N.3.C,Control,Millotia.sp,7,0,0,27/08/2013,1,Annual.forb,,,,,,,24,15,5,2,3
11,N,3,11.N.3.C,Control,C.eremea,1,0,0,27/08/2013,0,Annual.forb,,,,,,,24,15,5,2,3
11,N,3,11.N.3.C,Control,Bromus.sp,12,12,1,27/08/2013,1,Annual.grass,,,,,,,24,15,5,2,3
11,N,3,11.N.3.L,Litter,A.calendula,3,3,1,27/08/2013,1,Annual.forb,,,,,,,17,14,5,3,2
11,N,3,11.N.3.L,Litter,B.tournefortii,1,1,1,27/08/2013,1,Annual.forb,,,,,,,17,14,5,3,2
11,N,3,11.N.3.L,Litter,Millotia.sp,2,0,0,27/08/2013,1,Annual.forb,,,,,,,17,14,5,3,2
11,N,3,11.N.3.L,Litter,T.isingiana,1,0,0,27/08/2013,1,Annual.forb,,,,,,,17,14,5,3,2
11,N,3,11.N.3.L,Litter,Bromus.sp,10,10,1,27/08/2013,1,Annual.grass,,,,,,,17,14,5,3,2
11,N,4,11.N.4.C,Control,B.tournefortii,3,3,1,27/08/2013,1,Annual.forb,,,,,,,86,14,5,4,1
11,N,4,11.N.4.C,Control,H.glabra,1,1,1,27/08/2013,1,Annual.forb,,,,,,,86,14,5,4,1
11,N,4,11.N.4.C,Control,Millotia.sp,72,0,0,27/08/2013,1,Annual.forb,,,,,,,86,14,5,4,1
11,N,4,11.N.4.C,Control,U.anthemoides,1,1,1,27/08/2013,1,Annual.forb,,,,,,,86,14,5,4,1
11,N,4,11.N.4.C,Control,Bromus.sp,9,9,1,27/08/2013,1,Annual.grass,,,,,,,86,14,5,4,1
11,N,4,11.N.4.L,Litter,B.tournefortii,1,1,1,27/08/2013,1,Annual.forb,,,,,,,28,1,4,1,3
11,N,4,11.N.4.L,Litter,Millotia.sp,24,0,0,27/08/2013,1,Annual.forb,,,,,,,28,1,4,1,3
11,N,4,11.N.4.L,Litter,W.acuminata,1,0,0,27/08/2013,1,Annual.forb,,,,,,,28,1,4,1,3
11,N,4,11.N.4.L,Litter,C.eremea,2,0,0,27/08/2013,0,Annual.forb,,,,,,,28,1,4,1,3
11,N,5,11.N.5.C,Control,H.glabra,1,1,1,27/08/2013,1,Annual.forb,,,,,,,33,1,4,1,3
11,N,5,11.N.5.C,Control,Millotia.sp,27,0,0,27/08/2013,1,Annual.forb,,,,,,,33,1,4,1,3
11,N,5,11.N.5.C,Control,W.acuminata,1,0,0,27/08/2013,1,Annual.forb,,,,,,,33,1,4,1,3
11,N,5,11.N.5.L,Litter,B.tournefortii,1,1,1,27/08/2013,1,Annual.forb,,,,,,,23,5,6,3,3
11,N,5,11.N.5.L,Litter,L.arvensis,3,3,1,27/08/2013,1,Annual.forb,,,,,,,23,5,6,3,3
11,N,5,11.N.5.L,Litter,Millotia.sp,9,0,0,27/08/2013,1,Annual.forb,,,,,,,23,5,6,3,3
11,N,5,11.N.5.L,Litter,U.anthemoides,1,1,1,27/08/2013,1,Annual.forb,,,,,,,23,5,6,3,3
11,N,5,11.N.5.L,Litter,C.eremea,6,0,0,27/08/2013,0,Annual.forb,,,,,,,23,5,6,3,3
11,S,1,11.S.1.C,Control,B.tournefortii,3,3,1,27/08/2013,1,Annual.forb,,,,,,,52,38,10,5,5
11,S,1,11.S.1.C,Control,H.glabra,4,4,1,27/08/2013,1,Annual.forb,,,,,,,52,38,10,5,5
11,S,1,11.S.1.C,Control,P.lessonni,5,0,0,27/08/2013,1,Annual.forb,,,,,,,52,38,10,5,5
11,S,1,11.S.1.C,Control,T.cyanopetala,3,0,0,27/08/2013,1,Annual.forb,,,,,,,52,38,10,5,5
11,S,1,11.S.1.C,Control,W.acuminata,1,0,0,27/08/2013,1,Annual.forb,,,,,,,52,38,10,5,5
11,S,1,11.S.1.C,Control,C.colorata,4,0,0,27/08/2013,0,Annual.forb,,,,,,,52,38,10,5,5
11,S,1,11.S.1.C,Control,C.eremea,1,0,0,27/08/2013,0,Annual.forb,,,,,,,52,38,10,5,5
11,S,1,11.S.1.C,Control,Bromus.sp,5,5,1,27/08/2013,1,Annual.grass,,,,,,,52,38,10,5,5
11,S,1,11.S.1.C,Control,P.airoides,10,10,1,27/08/2013,1,Annual.grass,,,,,,,52,38,10,5,5
11,S,1,11.S.1.C,Control,V.myuros,16,16,1,27/08/2013,1,Annual.grass,,,,,,,52,38,10,5,5
11,S,1,11.S.1.L,Litter,B.iberidifola,1,0,0,27/08/2013,1,Annual.forb,,,,,,,33,28,9,5,4
11,S,1,11.S.1.L,Litter,B.tournefortii,1,1,1,27/08/2013,1,Annual.forb,,,,,,,33,28,9,5,4
11,S,1,11.S.1.L,Litter,H.glabra,1,1,1,27/08/2013,1,Annual.forb,,,,,,,33,28,9,5,4
11,S,1,11.S.1.L,Litter,H.pilifera,1,0,0,27/08/2013,1,Annual.forb,,,,,,,33,28,9,5,4
11,S,1,11.S.1.L,Litter,P.lessonni,1,0,0,27/08/2013,1,Annual.forb,,,,,,,33,28,9,5,4
11,S,1,11.S.1.L,Litter,W.acuminata,2,0,0,27/08/2013,1,Annual.forb,,,,,,,33,28,9,5,4
11,S,1,11.S.1.L,Litter,Bromus.sp,3,3,1,27/08/2013,1,Annual.grass,,,,,,,33,28,9,5,4
11,S,1,11.S.1.L,Litter,P.airoides,10,10,1,27/08/2013,1,Annual.grass,,,,,,,33,28,9,5,4
11,S,1,11.S.1.L,Litter,V.myuros,13,13,1,27/08/2013,1,Annual.grass,,,,,,,33,28,9,5,4
