Date,ID,SP,ind,buds,flowers,fruits,max.height.mm,shape.long,shape.90,phen,group,num.focal,lateral,shape,notes
8.4.2016,H070D100,VERO,8,27,0,0,72,220,173,4,V,1,196.5,2.7291666667,.
8.4.2016,H070D100,VERO,9,10,0,0,48,73,30,4,V,1,51.5,1.0729166667,.
8.4.2016,H070D100,VERO,10,13,0,0,53,158,121,4,V,1,139.5,2.6320754717,.
7.27.2016,H071D100,PEAI,1,0,0,0,35,91,86,2,PE,1,88.5,2.5285714286,.
7.27.2016,H071D100,PEAI,2,0,0,0,31,63,48,2,PE,1,55.5,1.7903225806,.
7.27.2016,H071D100,PEAI,3,0,0,0,27,59,55,2,PE,1,57,2.1111111111,.
7.27.2016,H071D100,PEAI,4,0,0,0,40,33,24,2,PE,1,28.5,0.7125,.
7.27.2016,H071D100,PEAI,5,0,0,0,39,36,34,2,PE,1,35,0.8974358974,.
7.27.2016,H071D100,PEAI,6,0,0,0,29,23,3,2,PE,1,13,0.4482758621,.
7.27.2016,H071D100,PEAI,7,0,0,0,23,20,13,2,PE,1,16.5,0.7173913043,.
7.27.2016,H071D100,PEAI,8,0,0,0,34,21,14,2,PE,1,17.5,0.5147058824,.
7.27.2016,H071D100,PEAI,9,0,0,0,29,41,26,2,PE,1,33.5,1.1551724138,.
7.27.2016,H071D100,PEAI,10,0,0,0,36,46,30,2,PE,1,38,1.0555555556,.
8.3.2016,H073D100,ARCA,1,0,0,0,62,78,65,4,A.PE.V,3,71.5,1.1532258065,.
8.3.2016,H073D100,ARCA,2,3,0,0,37,67,42,4,A.PE.V,3,54.5,1.472972973,.
8.3.2016,H073D100,ARCA,3,2,0,0,32,61,44,4,A.PE.V,3,52.5,1.640625,.
8.3.2016,H073D100,ARCA,4,2,0,0,31,18,9,2,A.PE.V,3,13.5,0.435483871,.
8.3.2016,H073D100,ARCA,5,0,0,0,52,101,79,4,A.PE.V,3,90,1.7307692308,.
8.3.2016,H073D100,ARCA,6,4,0,0,64,63,42,4,A.PE.V,3,52.5,0.8203125,.
8.3.2016,H073D100,ARCA,7,3,0,0,58,4,28,4,A.PE.V,3,16,0.275862069,.
8.3.2016,H073D100,ARCA,8,2,0,0,28,17,11,2,A.PE.V,3,14,0.5,.
8.3.2016,H073D100,ARCA,9,0,0,0,18,20,11,2,A.PE.V,3,15.5,0.8611111111,.
8.3.2016,H073D100,ARCA,10,0,0,0,52,48,41,4,A.PE.V,3,44.5,0.8557692308,.
8.3.2016,H073D100,PEAI,1,3,0,0,36,23,11,2,A.PE.V,3,17,0.4722222222,.
8.3.2016,H073D100,PEAI,2,0,0,0,32,24,10,2,A.PE.V,3,17,0.53125,.
8.3.2016,H073D100,PEAI,3,0,0,0,37,22,8,2,A.PE.V,3,15,0.4054054054,.
8.3.2016,H073D100,PEAI,4,0,0,0,39,31,9,2,A.PE.V,3,20,0.5128205128,.
8.3.2016,H073D100,PEAI,5,0,0,0,42,34,8,2,A.PE.V,3,21,0.5,.
8.3.2016,H073D100,PEAI,6,0,0,0,28,24,6,2,A.PE.V,3,15,0.5357142857,.
8.3.2016,H073D100,PEAI,7,0,0,0,53,33,12,2,A.PE.V,3,22.5,0.4245283019,.
8.3.2016,H073D100,PEAI,8,0,0,0,41,31,12,2,A.PE.V,3,21.5,0.5243902439,.
8.3.2016,H073D100,PEAI,9,0,0,0,42,36,19,2,A.PE.V,3,27.5,0.6547619048,.
8.3.2016,H073D100,PEAI,10,0,0,0,33,24,13,2,A.PE.V,3,18.5,0.5606060606,.
8.3.2016,H073D100,VERO,1,0,0,0,28,24,18,4,A.PE.V,3,21,0.75,.
8.3.2016,H073D100,VERO,2,5,0,0,29,37,22,4,A.PE.V,3,29.5,1.0172413793,.
8.3.2016,H073D100,VERO,3,8,0,0,41,34,25,4,A.PE.V,3,29.5,0.7195121951,.
8.3.2016,H073D100,VERO,4,5,0,0,47,47,32,4,A.PE.V,3,39.5,0.8404255319,.
8.3.2016,H073D100,VERO,5,9,0,0,31,37,28,4,A.PE.V,3,32.5,1.0483870968,.
8.3.2016,H073D100,VERO,6,7,0,0,47,48,37,4,A.PE.V,3,42.5,0.9042553191,.
8.3.2016,H073D100,VERO,7,9,0,0,48,78,42,4,A.PE.V,3,60,1.25,.
8.3.2016,H073D100,VERO,8,8,0,0,49,38,27,4,A.PE.V,3,32.5,0.6632653061,.
8.3.2016,H073D100,VERO,9,9,0,0,44,98,47,4,A.PE.V,3,72.5,1.6477272727,.
8.3.2016,H073D100,VERO,10,13,0,0,58,64,25,4,A.PE.V,3,44.5,0.7672413793,.
8.4.2016,H076D100,ARCA,1,6,0,0,107,227,193,4,A.PE,2,210,1.9626168224,.
8.4.2016,H076D100,ARCA,2,13,0,0,121,171,138,4,A.PE,2,154.5,1.2768595041,.
8.4.2016,H076D100,ARCA,3,3,0,0,158,130,60,4,A.PE,2,95,0.6012658228,.
8.4.2016,H076D100,ARCA,4,8,0,0,141,169,147,4,A.PE,2,158,1.1205673759,.
8.4.2016,H076D100,ARCA,5,18,0,0,124,197,168,4,A.PE,2,182.5,1.4717741935,.
8.4.2016,H076D100,ARCA,6,20,0,0,108,225,210,4,A.PE,2,217.5,2.0138888889,.
8.4.2016,H076D100,ARCA,7,12,0,0,122,190,95,4,A.PE,2,142.5,1.1680327869,.
8.4.2016,H076D100,ARCA,8,7,0,0,90,140,65,4,A.PE,2,102.5,1.1388888889,.
8.4.2016,H076D100,ARCA,9,1,0,0,76,82,66,4,A.PE,2,74,0.9736842105,.
8.4.2016,H076D100,ARCA,10,1,0,0,105,96,4,4,A.PE,2,50,0.4761904762,.
8.4.2016,H076D100,PEAI,1,3,0,0,22,61,32,4,A.PE,2,46.5,2.1136363636,.
8.4.2016,H076D100,PEAI,2,3,0,0,26,58,56,4,A.PE,2,57,2.1923076923,.
8.4.2016,H076D100,PEAI,3,4,0,0,137,187,46,4,A.PE,2,116.5,0.8503649635,.
8.4.2016,H076D100,PEAI,4,0,0,0,45,55,32,2,A.PE,2,43.5,0.9666666667,.
8.4.2016,H076D100,PEAI,5,3,0,0,42,115,83,4,A.PE,2,99,2.3571428571,.
8.4.2016,H076D100,PEAI,6,1,1,0,53,144,46,6,A.PE,2,95,1.7924528302,.
8.4.2016,H076D100,PEAI,7,1,0,0,56,125,24,4,A.PE,2,74.5,1.3303571429,.
8.4.2016,H076D100,PEAI,8,0,0,0,58,40,5,2,A.PE,2,22.5,0.3879310345,.
8.4.2016,H076D100,PEAI,9,1,0,0,72,42,45,4,A.PE,2,43.5,0.6041666667,.
8.4.2016,H076D100,PEAI,10,0,0,0,43,40,32,2,A.PE,2,36,0.8372093023,.
8.28.2017,H081D100,VERO,1,6,4,7,110,.,.,8,PE.P.V,3,.,.,.
8.28.2017,H081D100,POCA,4,6,0,0,331,.,.,5,PE.P.V,3,.,.,.
8.28.2017,H081D100,POCA,6,1,0,0,80,.,.,5,PE.P.V,3,.,.,.
8.3.2016,H081D100,PEAI,1,0,0,0,31,24,5,2,PE.P.V,3,14.5,0.4677419355,.
8.3.2016,H081D100,POCA,1,0,0,0,98,41,24,4,PE.P.V,3,32.5,0.3316326531,.
8.3.2016,H081D100,POCA,2,1,0,0,64,21,9,4,PE.P.V,3,15,0.234375,.
8.3.2016,H081D100,POCA,3,1,0,0,81,21,16,4,PE.P.V,3,18.5,0.2283950617,.
8.3.2016,H081D100,POCA,4,1,0,0,112,25,18,4,PE.P.V,3,21.5,0.1919642857,.
8.3.2016,H081D100,POCA,5,1,0,0,98,60,19,4,PE.P.V,3,39.5,0.4030612245,.
8.3.2016,H081D100,POCA,6,1,0,0,155,121,36,4,PE.P.V,3,78.5,0.5064516129,.
8.3.2016,H081D100,POCA,7,5,0,0,55,22,10,2,PE.P.V,3,16,0.2909090909,.
8.3.2016,H081D100,POCA,8,0,0,0,67,35,28,4,PE.P.V,3,31.5,0.4701492537,.
8.3.2016,H081D100,POCA,9,2,0,0,47,16,8,2,PE.P.V,3,12,0.2553191489,.
8.3.2016,H081D100,POCA,10,0,0,0,82,68,24,4,PE.P.V,3,46,0.5609756098,.
8.3.2016,H081D100,VERO,1,1,3,0,71,141,35,6,PE.P.V,3,88,1.2394366197,.
8.3.2016,H081D100,VERO,2,12,0,0,29,39,20,4,PE.P.V,3,29.5,1.0172413793,.
8.3.2016,H081D100,VERO,3,9,0,0,29,40,19,4,PE.P.V,3,29.5,1.0172413793,.
8.3.2016,H081D100,VERO,4,8,0,0,25,17,9,4,PE.P.V,3,13,0.52,.
8.3.2016,H081D100,VERO,5,1,0,0,53,101,42,4,PE.P.V,3,71.5,1.3490566038,.
8.3.2016,H081D100,VERO,6,11,0,0,30,56,23,4,PE.P.V,3,39.5,1.3166666667,.
8.3.2016,H081D100,VERO,7,10,0,0,25,32,17,4,PE.P.V,3,24.5,0.98,.
8.3.2016,H081D100,VERO,8,7,0,0,46,63,24,4,PE.P.V,3,43.5,0.9456521739,.
8.3.2016,H081D100,VERO,9,9,0,0,40,84,40,4,PE.P.V,3,62,1.55,.
8.3.2016,H081D100,VERO,10,19,0,0,12,15,11,2,PE.P.V,3,13,1.0833333333,.
8.3.2016,H082D100,PEAI,1,2,0,0,92,68,51,4,PE.P.V,3,59.5,0.6467391304,.
8.3.2016,H082D100,PEAI,2,0,0,0,35,33,11,2,PE.P.V,3,22,0.6285714286,.
8.3.2016,H082D100,PEAI,3,2,0,0,84,61,22,4,PE.P.V,3,41.5,0.494047619,.
8.3.2016,H082D100,PEAI,4,0,0,0,28,22,4,2,PE.P.V,3,13,0.4642857143,.
8.3.2016,H082D100,PEAI,5,0,0,0,51,31,17,2,PE.P.V,3,24,0.4705882353,.
8.3.2016,H082D100,PEAI,6,0,0,0,36,22,12,2,PE.P.V,3,17,0.4722222222,.
8.3.2016,H082D100,PEAI,7,1,0,0,35,44,21,4,PE.P.V,3,32.5,0.9285714286,.
8.3.2016,H082D100,PEAI,8,0,0,0,52,27,8,2,PE.P.V,3,17.5,0.3365384615,.
8.3.2016,H082D100,PEAI,9,0,0,0,48,26,12,2,PE.P.V,3,19,0.3958333333,.
8.3.2016,H082D100,PEAI,10,0,0,0,47,25,14,2,PE.P.V,3,19.5,0.414893617,.
8.3.2016,H082D100,POCA,1,1,0,0,194,86,80,4,PE.P.V,3,83,0.4278350515,.
8.3.2016,H082D100,POCA,2,0,0,0,49,32,12,3,PE.P.V,3,22,0.4489795918,.
8.3.2016,H082D100,POCA,3,4,0,0,105,74,63,4,PE.P.V,3,68.5,0.6523809524,.
8.3.2016,H082D100,POCA,4,1,0,0,41,17,11,4,PE.P.V,3,14,0.3414634146,.
8.3.2016,H082D100,POCA,5,5,0,0,81,63,29,4,PE.P.V,3,46,0.5679012346,.
8.3.2016,H082D100,POCA,6,1,0,0,46,40,6,4,PE.P.V,3,23,0.5,.
8.3.2016,H082D100,POCA,7,2,0,0,110,71,44,4,PE.P.V,3,57.5,0.5227272727,.
8.3.2016,H082D100,POCA,8,2,0,0,112,52,40,4,PE.P.V,3,46,0.4107142857,.
8.3.2016,H082D100,POCA,9,7,0,0,197,155,43,4,PE.P.V,3,99,0.5025380711,.
8.3.2016,H082D100,POCA,10,1,0,0,132,61,20,4,PE.P.V,3,40.5,0.3068181818,.
8.3.2016,H082D100,VERO,1,2,0,0,15,16,11,4,PE.P.V,3,13.5,0.9,.
8.3.2016,H082D100,VERO,2,16,0,0,71,141,69,4,PE.P.V,3,105,1.4788732394,.
8.3.2016,H082D100,VERO,3,7,0,0,53,60,24,4,PE.P.V,3,42,0.7924528302,.
8.3.2016,H082D100,VERO,4,3,0,0,29,27,23,4,PE.P.V,3,25,0.8620689655,.
8.3.2016,H082D100,VERO,5,28,0,0,39,115,38,4,PE.P.V,3,76.5,1.9615384615,.
8.3.2016,H082D100,VERO,6,10,0,0,22,52,25,4,PE.P.V,3,38.5,1.75,.
8.3.2016,H082D100,VERO,7,12,0,0,35,49,22,4,PE.P.V,3,35.5,1.0142857143,.
8.3.2016,H082D100,VERO,8,.,.,.,.,.,.,.,PE.P.V,3,.,.,.
8.3.2016,H082D100,VERO,9,2,0,0,46,41,24,4,PE.P.V,3,32.5,0.7065217391,.
8.3.2016,H082D100,VERO,10,3,0,0,51,89,36,4,PE.P.V,3,62.5,1.2254901961,.
8.6.2016,H083D100,VERO,1,13,0,0,41,84,41,4,A.PE.P.V,4,62.5,1.5243902439,.
8.6.2016,H083D100,VERO,2,2,0,0,40,35,12,4,A.PE.P.V,4,23.5,0.5875,.
8.6.2016,H083D100,VERO,3,3,0,0,33,42,30,4,A.PE.P.V,4,36,1.0909090909,.
8.6.2016,H083D100,VERO,4,4,0,0,40,33,26,4,A.PE.P.V,4,29.5,0.7375,.
8.6.2016,H083D100,VERO,5,4,0,0,37,48,12,4,A.PE.P.V,4,30,0.8108108108,.
8.6.2016,H083D100,VERO,6,8,0,0,52,74,25,4,A.PE.P.V,4,49.5,0.9519230769,.
8.6.2016,H083D100,VERO,7,1,0,0,28,41,30,4,A.PE.P.V,4,35.5,1.2678571429,.
8.6.2016,H083D100,VERO,8,3,0,0,33,68,17,4,A.PE.P.V,4,42.5,1.2878787879,.
8.6.2016,H083D100,VERO,9,7,0,0,50,48,30,4,A.PE.P.V,4,39,0.78,.
8.6.2016,H083D100,VERO,10,1,0,0,28,18,12,4,A.PE.P.V,4,15,0.5357142857,.
8.6.2016,H083D100,ARCA,1,3,0,0,63,35,11,4,A.PE.P.V,4,23,0.3650793651,.
8.6.2016,H083D100,ARCA,2,6,0,0,49,154,45,4,A.PE.P.V,4,99.5,2.0306122449,.
8.6.2016,H083D100,ARCA,3,3,0,0,63,103,53,4,A.PE.P.V,4,78,1.2380952381,.
8.6.2016,H083D100,ARCA,4,3,0,0,58,65,37,4,A.PE.P.V,4,51,0.8793103448,.
8.6.2016,H083D100,ARCA,5,1,0,0,47,65,42,4,A.PE.P.V,4,53.5,1.1382978723,.
8.6.2016,H083D100,ARCA,6,1,1,0,205,65,20,6,A.PE.P.V,4,42.5,0.2073170732,.
8.6.2016,H083D100,ARCA,7,1,4,0,70,84,39,6,A.PE.P.V,4,61.5,0.8785714286,.
8.6.2016,H083D100,ARCA,8,6,0,0,75,75,70,4,A.PE.P.V,4,72.5,0.9666666667,.
8.6.2016,H083D100,ARCA,9,1,1,0,125,140,30,6,A.PE.P.V,4,85,0.68,.
8.6.2016,H083D100,ARCA,10,13,0,0,69,120,105,4,A.PE.P.V,4,112.5,1.6304347826,.
8.6.2016,H083D100,POCA,1,0,0,0,60,21,9,2,A.PE.P.V,4,15,0.25,.
8.6.2016,H083D100,POCA,2,2,0,0,143,60,18,4,A.PE.P.V,4,39,0.2727272727,.
8.6.2016,H083D100,POCA,3,1,0,0,140,36,14,4,A.PE.P.V,4,25,0.1785714286,.
8.6.2016,H083D100,POCA,4,7,0,0,167,60,28,4,A.PE.P.V,4,44,0.2634730539,.
8.6.2016,H083D100,POCA,5,5,0,0,294,62,42,4,A.PE.P.V,4,52,0.1768707483,.
8.6.2016,H083D100,POCA,6,9,0,0,170,55,6,4,A.PE.P.V,4,30.5,0.1794117647,.
8.6.2016,H083D100,POCA,7,1,0,0,134,43,36,4,A.PE.P.V,4,39.5,0.2947761194,.
8.6.2016,H083D100,POCA,8,1,0,0,93,28,15,4,A.PE.P.V,4,21.5,0.2311827957,.
8.6.2016,H083D100,POCA,9,8,0,0,303,76,55,4,A.PE.P.V,4,65.5,0.2161716172,.
8.6.2016,H083D100,POCA,10,2,0,0,152,33,14,4,A.PE.P.V,4,23.5,0.1546052632,.
8.6.2016,H083D100,PEAI,1,9,0,0,38,24,9,2,A.PE.P.V,4,16.5,0.4342105263,.
8.6.2016,H084D100,ARCA,1,1,4,0,22,100,25,6,A.PE.P.V,4,62.5,2.8409090909,.
8.6.2016,H084D100,ARCA,2,2,0,0,41,51,13,4,A.PE.P.V,4,32,0.7804878049,.
8.6.2016,H084D100,ARCA,3,2,0,0,58,75,20,4,A.PE.P.V,4,47.5,0.8189655172,.
8.6.2016,H084D100,ARCA,4,3,8,1,178,155,83,8,A.PE.P.V,4,119,0.6685393258,.
8.6.2016,H084D100,ARCA,5,1,0,0,33,36,24,4,A.PE.P.V,4,30,0.9090909091,.
8.6.2016,H084D100,ARCA,6,6,0,0,72,63,34,4,A.PE.P.V,4,48.5,0.6736111111,.
8.6.2016,H084D100,ARCA,7,3,0,0,71,51,42,4,A.PE.P.V,4,46.5,0.6549295775,.
8.6.2016,H084D100,ARCA,8,0,3,0,129,103,55,6,A.PE.P.V,4,79,0.6124031008,.
8.6.2016,H084D100,ARCA,9,2,0,0,62,118,54,4,A.PE.P.V,4,86,1.3870967742,.
8.6.2016,H084D100,ARCA,10,1,3,0,91,96,11,6,A.PE.P.V,4,53.5,0.5879120879,.
8.6.2016,H084D100,PEAI,1,0,0,0,40,23,2,2,A.PE.P.V,4,12.5,0.3125,.
8.6.2016,H084D100,PEAI,2,0,0,0,62,12,2,2,A.PE.P.V,4,7,0.1129032258,.
8.6.2016,H084D100,PEAI,3,0,0,0,13,8,2,2,A.PE.P.V,4,5,0.3846153846,.
8.6.2016,H084D100,PEAI,4,0,0,0,48,42,35,2,A.PE.P.V,4,38.5,0.8020833333,.
8.6.2016,H084D100,PEAI,5,0,0,0,22,15,4,2,A.PE.P.V,4,9.5,0.4318181818,.
8.6.2016,H084D100,PEAI,6,0,0,0,25,10,5,2,A.PE.P.V,4,7.5,0.3,.
8.6.2016,H084D100,PEAI,7,0,0,0,45,21,9,2,A.PE.P.V,4,15,0.3333333333,.
8.6.2016,H084D100,PEAI,8,0,0,0,38,13,3,2,A.PE.P.V,4,8,0.2105263158,.
8.6.2016,H084D100,PEAI,9,0,0,0,33,15,4,2,A.PE.P.V,4,9.5,0.2878787879,.
8.6.2016,H084D100,PEAI,10,0,0,0,43,20,4,2,A.PE.P.V,4,12,0.2790697674,.
8.6.2016,H084D100,POCA,1,3,0,0,139,31,11,4,A.PE.P.V,4,21,0.1510791367,.
8.6.2016,H084D100,POCA,2,4,0,0,233,40,30,4,A.PE.P.V,4,35,0.1502145923,.
8.6.2016,H084D100,POCA,3,1,0,0,35,30,10,4,A.PE.P.V,4,20,0.5714285714,.
8.6.2016,H084D100,POCA,4,3,0,0,201,66,45,4,A.PE.P.V,4,55.5,0.276119403,.
8.6.2016,H084D100,POCA,5,2,0,0,210,38,35,4,A.PE.P.V,4,36.5,0.1738095238,.
8.6.2016,H084D100,POCA,6,2,0,0,155,53,25,4,A.PE.P.V,4,39,0.2516129032,.
8.6.2016,H084D100,POCA,7,2,0,0,225,28,10,4,A.PE.P.V,4,19,0.0844444444,.
8.6.2016,H084D100,POCA,8,1,0,0,140,27,13,4,A.PE.P.V,4,20,0.1428571429,.
8.6.2016,H084D100,POCA,9,1,0,0,122,60,20,4,A.PE.P.V,4,40,0.3278688525,.
8.6.2016,H084D100,POCA,10,4,0,0,283,35,30,4,A.PE.P.V,4,32.5,0.1148409894,.
8.6.2016,H084D100,VERO,1,16,0,0,57,134,106,4,A.PE.P.V,4,120,2.1052631579,.
8.6.2016,H084D100,VERO,2,13,0,0,61,102,32,4,A.PE.P.V,4,67,1.0983606557,.
8.6.2016,H084D100,VERO,3,10,0,0,50,72,70,4,A.PE.P.V,4,71,1.42,.
8.6.2016,H084D100,VERO,4,3,0,0,28,31,11,4,A.PE.P.V,4,21,0.75,.
8.6.2016,H084D100,VERO,5,3,0,0,64,55,18,4,A.PE.P.V,4,36.5,0.5703125,.
8.6.2016,H084D100,VERO,6,4,0,0,23,58,15,4,A.PE.P.V,4,36.5,1.5869565217,.
8.6.2016,H084D100,VERO,7,15,0,0,56,68,63,4,A.PE.P.V,4,65.5,1.1696428571,.
8.6.2016,H084D100,VERO,8,2,0,0,26,26,2,4,A.PE.P.V,4,14,0.5384615385,.
8.16.2016,H086D100,ARCA,1,8,0,0,74,117,114,4,A.PE.P.V,4,115.5,1.5608108108,.
8.16.2016,H086D100,PEAI,1,0,0,0,58,21,6,2,A.PE.P.V,4,13.5,0.2327586207,.
8.16.2016,H086D100,PEAI,2,1,0,0,68,23,6,4,A.PE.P.V,4,14.5,0.2132352941,.
8.16.2016,H086D100,PEAI,3,0,0,0,42,36,5,2,A.PE.P.V,4,20.5,0.4880952381,.
8.16.2016,H086D100,PEAI,4,0,0,0,24,14,6,2,A.PE.P.V,4,10,0.4166666667,.
8.16.2016,H086D100,PEAI,5,0,0,0,41,20,10,2,A.PE.P.V,4,15,0.3658536585,.
8.16.2016,H086D100,PEAI,6,0,0,0,52,42,22,2,A.PE.P.V,4,32,0.6153846154,.
8.16.2016,H086D100,PEAI,7,0,0,0,60,21,8,2,A.PE.P.V,4,14.5,0.2416666667,.
8.16.2016,H086D100,PEAI,8,0,0,0,39,31,4,2,A.PE.P.V,4,17.5,0.4487179487,.
8.16.2016,H086D100,PEAI,9,0,0,0,45,27,11,2,A.PE.P.V,4,19,0.4222222222,.
8.16.2016,H086D100,PEAI,10,1,0,0,50,21,10,4,A.PE.P.V,4,15.5,0.31,.
8.16.2016,H086D100,POCA,1,3,0,0,161,45,45,4,A.PE.P.V,4,45,0.2795031056,.
8.16.2016,H086D100,POCA,2,2,0,0,70,51,23,4,A.PE.P.V,4,37,0.5285714286,.
8.16.2016,H086D100,POCA,3,2,0,0,188,41,4,4,A.PE.P.V,4,22.5,0.1196808511,.
8.16.2016,H086D100,POCA,4,1,0,0,163,46,40,4,A.PE.P.V,4,43,0.263803681,.
8.16.2016,H086D100,POCA,5,0,0,0,83,40,16,2,A.PE.P.V,4,28,0.3373493976,.
8.16.2016,H086D100,POCA,6,2,0,0,146,82,13,4,A.PE.P.V,4,47.5,0.3253424658,.
8.16.2016,H086D100,POCA,7,2,0,0,116,30,26,4,A.PE.P.V,4,28,0.2413793103,.
8.16.2016,H086D100,POCA,8,2,0,0,190,43,36,4,A.PE.P.V,4,39.5,0.2078947368,.
8.16.2016,H086D100,POCA,9,3,0,0,210,47,11,4,A.PE.P.V,4,29,0.1380952381,.
8.16.2016,H086D100,POCA,10,0,0,0,82,23,12,2,A.PE.P.V,4,17.5,0.2134146341,.
8.16.2016,H086D100,VERO,1,24,1,0,78,124,116,4,A.PE.P.V,4,120,1.5384615385,.
8.16.2016,H086D100,VERO,2,30,2,0,124,141,98,4,A.PE.P.V,4,119.5,0.9637096774,.
8.16.2016,H086D100,VERO,3,9,0,0,101,67,28,4,A.PE.P.V,4,47.5,0.4702970297,.
8.16.2016,H086D100,VERO,4,16,0,0,78,71,52,4,A.PE.P.V,4,61.5,0.7884615385,.
8.16.2016,H086D100,VERO,5,7,0,0,46,73,18,4,A.PE.P.V,4,45.5,0.9891304348,.
8.16.2016,H086D100,VERO,6,4,0,0,60,51,23,4,A.PE.P.V,4,37,0.6166666667,.
8.16.2016,H086D100,VERO,7,15,2,0,149,140,98,4,A.PE.P.V,4,119,0.7986577181,.
8.16.2016,H086D100,VERO,8,23,1,0,103,136,56,4,A.PE.P.V,4,96,0.932038835,.
8.16.2016,H086D100,VERO,9,16,0,0,91,127,45,4,A.PE.P.V,4,86,0.9450549451,.
8.16.2016,H086D100,VERO,10,22,0,0,93,167,80,4,A.PE.P.V,4,123.5,1.3279569892,.
8.15.2016,H087D100,POCA,1,1,0,0,40,23,10,4,P.V,2,16.5,0.4125,.
8.15.2016,H087D100,POCA,2,1,0,0,109,29,16,4,P.V,2,22.5,0.2064220183,.
8.15.2016,H087D100,POCA,3,0,0,0,36,25,4,2,P.V,2,14.5,0.4027777778,.
8.15.2016,H087D100,POCA,4,1,0,0,35,15,12,4,P.V,2,13.5,0.3857142857,.
8.15.2016,H087D100,POCA,5,1,0,0,116,30,24,4,P.V,2,27,0.2327586207,.
8.15.2016,H087D100,POCA,6,1,0,0,49,24,17,4,P.V,2,20.5,0.4183673469,.
8.15.2016,H087D100,POCA,7,1,0,0,46,21,15,4,P.V,2,18,0.3913043478,.
8.15.2016,H087D100,POCA,8,0,0,0,18,12,4,2,P.V,2,8,0.4444444444,.
8.15.2016,H087D100,POCA,9,1,0,0,68,20,12,4,P.V,2,16,0.2352941176,.
8.15.2016,H087D100,POCA,10,0,0,0,32,18,15,2,P.V,2,16.5,0.515625,.
8.15.2016,H087D100,VERO,1,4,0,0,15,37,14,4,P.V,2,25.5,1.7,.
8.15.2016,H087D100,VERO,2,6,0,0,18,30,28,4,P.V,2,29,1.6111111111,.
